# 由 qingjian-dict-convert 从 Unicode CLDR zh annotations 生成（Unicode License v3）。词\temoji emoji …
笔记本	📓 📔 📒 🗒
笔记本电脑	💻
符号	♀ ♂ 🔣 ✴ ➗ 〽 ✔ ➖ ✖ ➕ ❌
符咒	🧿
第一	🥇
第一名奖牌	🥇
第三	🥉
第三名奖牌	🥉
第二	🥈
第二名奖牌	🥈
等一下	👋
等于	≤ ≥ ≡ 🟰
等号	🟰
等同	≡
等同于	≡
等待	⏳
等等	👋 🫷 🫸
筐	🧺
筑巢	🪺 🪹
答案	🟰
筷子	🥢 🍜 🥡
签餅	🥠
算命	🥠
算盘	🧮
管乐器	🪈
管弦乐队	🪉
箭	🏹 💘
箭头	🔚 🔙 ↔ ↕ ↖ ↙ ⬅ ➡ ↗ ↘ ⬆ ⬇ ← ↑ → ↓ ↩ ↪ ⤴ ⤵ 🔛 🔜 🔄 🔃 📲 ⇅ ⇆ 🔁 🔂 🔼 🔽 ⏮ ⏭
箭尾	🔰
箱子	📦 🧰
篮子	🧺
篮球	🏀 ⛹‍♀ ⛹
篮球运动员	⛹
篮筐	🏀
簿记	🧾
米	🍘 🍚
米果	🍘
米里亚姆	🪬
米饭	🍚
米饼	🍘
粉红	🩷
粉红色	🏳‍⚧
粉红色的心	🩷
粑粑	💩
粗等号	🟰
粗美元符号	💲
粮食	🌾
粽子	🫔
精灵	🧚 🧝 🧞
精装笔记本	📔
糕点	🍰 🥧 🎂
糖	🍬 🍭
糖果	🍭 🪅 🍫 🍬
糖果纸	🍬
糖葫芦	🍡
系有缎带的心	💝
素食	🫜 🍄‍🟫
素食主义者	🍄‍🟫
素食者	🫛
索引	📇 🗂 🗃
索引分隔文件夹	🗂
索道	🚡 🚠
紧固	🗜
紧张	😅 💆 😰 💗 😟 🫦
紧急	🚨 🦺
紫	💜 🟣 🟪
紫丁香	🪻
紫心	💜
紫罗兰	🪻
紫色	🟣 🟪 🪻
紫色圆	🟣
紫色圆圈	🟣
紫色方块	🟪
累	😫 😩
累了	😴
累死了	😩
纠察队标语牌	🪧
纠结	😖
纠缠	🦡
红	🍎 🔴 🟥 ⭕
红中	🀄
红信封	🧧
红包	🧧
红发	🦰 👩‍🦰 👨‍🦰 🧑‍🦰
红圈	🔴
红心	❤ 💖 😍 ♥ 💑 👨‍❤‍👨 👩‍❤‍👩 👩‍❤‍👨 💗 💘 🫀
红桃	♥
红桃花色	♥
红毛猩猩	🦧
红灯笼	🏮
红玫瑰	🌹
红盒子	🧰
红绿灯	🚥 🚦
红肉	🥩
红色	🔴 🟥 🔺 🔻
红色倒三角	🔻
红色圆	🔴
红色感叹号	❗
红色方块	🟥
红色旗帜	🚩
红色正三角	🔺
红色空心圆圈	⭕
红色问号	❓
红苹果	🍎
红薯	🍠
红辣椒	🌶
红鹳	🦩
红龙虾	🦞
约会	💄 💑 💏 👨‍❤‍👨 👩‍❤‍👩 👨‍❤‍💋‍👨 👩‍❤‍👨 👩‍❤‍💋‍👩 👩‍❤‍💋‍👨
约等于	≈
约等于或近似于	≒
纪念	🪦
纯洁	🪷
纱丽	🥻
纳扎尔	🧿
纳扎尔护身符	🧿
纵向的红绿灯	🚦
纸	📰 🗞
纸卷	🧻 📜
纸夹	📎 🖇
纸巾	🧻
纸币	💸 💵 💷 💶 💴
纸张	📃 📋
纸杯蛋糕	🧁
纽约	🗽
线	🧵
线圈	🗒 🗓
线圈日历	🗓
线圈本	🗒
线条	―
线球	🧶
线索	🗝 🧩 🫆
线轴	🧵
练武服	🥋
组装工	👨‍🏭
细胞	🔬
细菌	🦠 🧫
终极	🥏
终止	⏹
终点	🔚 🏁
终点旗	🏁
经理	🧑‍💼 👨‍💼 👩‍💼
经纬	🌐
经线	🌐
经血	🩸
绑丝带的心	💝
结	🪢
结婚	💍 💒 👰
结束	🔚
结束箭头	🔚
绘画	✏ 🎨
给我打电话	🤙
给我打电话的手势	🤙
络腮胡	🧔
绝不	😲
绝对	💯
绝对正确	👊
统计	🈷
绣花针	🪡
绳子	🧵 🪢
绳扣	🪢
绳结	🪢
维他命	💊
绵羊	🐑
绷带	🩹
绷着脸	😑
绿	💚 🟢 🟩 📗
绿叶蔬菜	🥬
绿心	💚
绿皮书	📗
绿色	🟩 📗 🍋‍🟩
绿色书本	📗
绿色圆	🟢
绿色打勾	✅
绿色方块	🟩
绿色沙拉	🥗
绿色蔬菜	🥗
缄默	😯
缆车	🚠 🚡
缎带	🎀
缓行	🚶‍♀ 🚶‍♀‍➡
缓解	💆
编织	🧶
缝合	🪡
缝合针	🪡
缝纫	🧵 🪡
缝线	🪡
缝衣针	🪡
缠结	🪢
缠绕	🥨
缸	⚱
罐	🫙
罐头	🥫
罐头食品	🥫
网上冲浪	🏄
网址	🔗
网球	🎾
网球拍	🎾
网络	🛜
罗曼史	💐
罗盘	🧭
罗纳尔多	⚽
罚球	⛹
罪犯	🦹‍♀ 🦹‍♂ 🦹
置顶	🔝
羊	🐏 🐑
羊排	🥩
羊毛	🦙 🐑
羊皮纸	📜
羊角面包	🥐
羊驼	🦙
美丽	🦋
美人鱼	🧜‍♀ 🧜
美元	💵 💲 🪙 💰
美元符号	💲
美刀	💵 💲
美分	¢
美发	💇
美味	😋
美容	💇 💆
美容沙龙	💇 💆
美容院	💇
美式橄榄球	🏈
美洲	🌎
美洲鸵	🦙
美甲	💅
美钞	💵
羞涩	😚 😊 😳 🪭
羞涩亲亲	😚
羞涩微笑	😊
羽扇豆	🪻
羽毛	🪶
羽毛球	🏸
羽球	🏸
羽衣甘蓝	🥬
翅膀	🪽 💸 🧚
翱翔	🪁 🪽
翻白眼	🙄
翻筋斗	🤸 🤸‍♀ 🤸‍♂
老人	👵 👴 🧓
老太	👵
老头	👴
老奶奶	👵
老师	🧑‍🏫 👨‍🏫 👩‍🏫
老年人	🧓
老式钥匙	🗝
老挝基普	₭
老爷爷	👴
老男人	🧓
老虎	🐅 🐯
老虎头	🐯
老虎机	🎰
老鸦	🐦‍⬛
老鹰	🦅
老鼠	🐁
老鼠头	🐭
老鼠夹	🪤
老龄	🧓
考拉	🐨
考试	💯
耗子	🐀 🐁
耳	👂
耳塞	🎧
耳朵	👂 🧏‍♀ 🧏‍♂ 🧏
耳机	🎧
耳聋	🦻 🧏
耸肩	🤷 🤷‍♀ 🤷‍♂
职业高尔夫协会	🏌
联锁	🧩
聚会	🥳 🪩 👯‍♀ 🪅 👯‍♂ 👯
聚会笑脸	🥳
聪明	🧠 🤓
肉	🥩
肉丸	🍝 🧆
肉块	🥩
肉夹馍	🥙
肉排	🥧 🥩
肌肉	💪
肢体	🦵
肥皂	🧼 🫧
肥皂泡	🧼 🫧
肥皂盒	🧼
肥皂盘	🧼
肺	🫁
肺部	🫁
背包	🥾
背心	🦺
背肯	🥓
胖罗	⚽
胖达	🐼
胜利	✌ 😤 🏆
胜利手势	✌
胡子	🧔 🧔‍♀ 🧔‍♂ 🥸 🪒
胡萝卜	🥕
胡须	🧔
胶卷	🎞
胶布	🩹
胶片	🎞
胸牌	📛
脆弱	🫪
脏衣篮	🧺
脑	🧠
脚	🦶
脚印	👣
脚踏车	🚲 🚴
脚踏车锁	🔐
脱字符	‸
脸	🙃 🐱 😳 🐶 🥶 🤡 😎 🤠 🥸 🥺 🥳 🤓 🤬
脸发烧	🥵
脸红	😳 😊 🥵
脸绿了	🤢
脸色发青	🥶
腋下	🥎
腌菜	🥒
腐烂	🪰
腕龙	🦕
腮帮子	🧔
腹部	🫄 🫃
腼腆	🪭
腿	🦵 🦿
膨胀	🫪
臃肿	🫄 🫃
自信时髦	💁
自动人力车	🛺
自拍	🤳 📷
自然	🏞 🍄‍🟫
自然连接	⋈
自由	🗽 ⛓‍💥 🆓
自由女神像	🗽
自由泳	🏊
自行车	🚲 🚴 🚳 🚴‍♂ 🚴‍♀ 🚵‍♀ 🚵‍♂ 🚵
自行车赛	🚴
自行车骑士	🚲 🚴
自豪	🥹 🥲
自负	😤
臭	🦨
臭鼬	🦨
致敬	🫡
舌	👅
舌头	👅 😛
舞会	🪩 🎊
舞动的心	💞
舞厅	🪩
舞者	🧑‍🩰 🕺 💃 👯
舞蹈	🩰 🪩 🪇 🪭
舞鞋	🩰
航天	👨‍🚀 👩‍🚀
航班	🛬 🛫
航班起飞	🛫
航班降落	🛬
船	🚢 ⛵ 🚣‍♀ 🚣‍♂
色子	🎲
色彩缤纷	🦚
色拉	🫜 🥬
艳丽	🦩
艺人	🧑‍🎤 👨‍🎤 👩‍🎤
艺术	👨‍🎨 👩‍🎨 🎭 🎨 🖼
艺术家	🧑‍🎨
节奏	🪘
节日	🎅 🎈 🤶 🥮 🎎 🏮 🪅 🧑‍🎄
节日快乐	🥳
节目	📺
节约用水	🚱
芒果	🥭
芙蓉	🌺
芜菁	🫜
芝士	🧀
芭蕾	🧑‍🩰
芭蕾舞	🧑‍🩰
芭蕾舞者	🧑‍🩰
芭蕾舞鞋	🩰 🥿
花	🌸 🌼 💮 🪷 🏵 🥀
花园	🪏 🏡
花园派对	👒
花圈	🏵
花引号	‘ ’ ” „
花引用	“
花斗	🎴
花札	🎴
花朵	🪷 🪻
花束	💐
花栗鼠	🐿
花洒	🚿
花牌	🎴
花生	🥜
花痴	😍 😻
花痴的猫	😻
花痴的猫脸	😻
花盆	🪴
花絮	🆖
花钱	💸
苍蝇	🪰
苏打	🥤
苏打饮料	🥤
苗	🌱
苜蓿	☘
苞米	🌽
苦中作乐	🥲
苦相	🙎
苦笑	😅
英式橄榄球	🏉
英式足球	⚽
英镑	💷 £
英镑符号	£
英雄	🦸 🦸‍♀ 🦸‍♂
苹果	🍏 🍎
苹果派	🥧
茄子	🍆
茅屋	🛖
茫然	😑 😳
茶	🫖 🍵 🧉 🧋
茶壶	🫖
茶杯	🍵
茶饮	🧋
草屡	🩴
草花	♣
草药	🌿 🫚
草莓	🍓
荒宅	🏚
荒岛	🏝
荒废	🏚
荒漠	🏜
荒芜	🪾
荚	🫛
荚状方括号	【 】
药	💊
药丸	💊
药物	💊
药草	🌿
莎丽	🥻
莎士比亚	🎭
莫吉托	🍋‍🟩
莲花	🪷
莲花坐的人	🧘
莴苣	🥬
获胜	🏅 🏆
菌类	🍄‍🟫
菜刀	🔪
菜园	🫜
菠萝	🍍
菠萝椰子兰姆酒	🥥
菱形	🔹 🔷 🔸 🔶 💠
菱形括号	〈 〉
菲菲笛	🪈
萝卜	🫜
营	🈺
营业	🈺
营业中	🈺
萨克斯管	🎷
萨克斯风	🎷
萨尔萨舞	💃
落叶	🍂 🌳 🍁
落叶树	🌳
落叶植物	🌳
葡萄	🍇
葡萄酒	🍷
葬礼	⚰ ⚱
葵扇	♠
蒙住眼睛	🙈
蒙古包	🛖
蒙古图格里克	₮
蒙眼	🙈
蒜	🧄
蒜头	🧄
蒲公英	🌼
蒸房	🧖
蒸房里的人	🧖
蒸房里的女人	🧖‍♀
蒸房里的男人	🧖‍♂
蒸气漫溢	🧖
蒸汽	🚂 ♨
蒸汽浴	🧖
蒸汽火车	🚂
蒸汽车头	🚂
蒸馏	⚗
蒸馏器	⚗
蓄电池	🔋
蓝	💙 🔵 🟦
蓝光	💿 📀
蓝圈	🔵
蓝帽花	🪻
蓝心	💙
蓝皮书	📘
蓝绿	🩵
蓝绿色	🩵
蓝色	🟦 📘 🔹 🔷 👖 🧿 🥶
蓝色书本	📘
蓝色圆	🔵
蓝色大菱形	🔷
蓝色小菱形	🔹
蓝色方块	🟦 🔹
蓝莓	🫐
蓬松发	🦱
蔬菜	🍆 🥔 🥕 🫑 🍅 🥒 🥜 🫛 🫜 🍄‍🟫
薄煎饼	🥞
薄脆饼	🫓
薄饼	🥞
薯条	🍟
薰衣草	🪻
藏宝箱	🪎
蘑菇	🍄 🍄‍🟫
虎	🐅
虎鲸	🫍
虚线脸	🫥
虫子	🪲 🪳 🪰
虾	🦐
蚂蚁	🐜
蚊子	🦟
蚯蚓	🪱
蚱蜢	🦗
蛀牙	🍬
蛇	🐍 ⛎
蛇夫	⛎
蛇夫座	⛎ 🐍
蛇杖	⚕
蛋	🥚 🍳 🪺
蛋奶冻	🍮
蛋奶沙司	🍮
蛋糕	🍰 🎂
蛐蛐	🦗
蛛网	🕸
蛾眉月	🌒 🌛 🌙
蜂蜜	🍯 🐝
蜗牛	🐌
蜘蛛	🕷 🕸
蜘蛛网	🕸
蜜獾	🦡
蜜瓜	🍈
蜜罐	🍯
蜜蜂	🐝
蜡烛	🕯
蜡笔	🖍
蜥蜴	🦎
蜥蜴类	🦕
蝎子	🦂 ♏
蝙蝠	🦇
蝙蝠侠	🦸
蝴蝶	🦋
蝴蝶结	🎀
螃蟹	🦀 ♋
融化	🫠 🫕
螺	🐚
螺丝	🪛 🔩
螺丝刀	🪛
螺丝扳手	🔧
螺帽	🔩
螺旋	🐚
螺栓	🔩
螺母	🔩
螺母与螺栓	🔩
螺钉	🔩
蟋蟀	🦗
蟑螂	🪳
蟹	🦀
蠕虫	🪱
血型	🅰 🅱 🅾 🆎
血拼	👛 👜
血液	🅰 🅱 🅾 🆎
血滴	🩸
行人	🚶 🚷 🚶‍➡ 🚸
行尸走肉	🧟
行星	🪐
行李	🧳 🛄 🛅
行李员	🛎
行李打包	🛃
行李牌	🏷
行李箱	🧳
行走的人	🚶 🚶‍➡
衣服	👗 👘 👚 🥻 🥼
表	⌚
表情	🙍‍♂ 🙎‍♂ 🙎
表情空洞	😐
表意文字	。 🉐 🈯 🈲 🈴 🈵 🈶 🉑 🈚 🈷 🈹 ㊙ 🈳 🈸 🈺 ㊗
表意文字的句号	。
表演	🎭 🤹
表演艺术	🎭
衬衫领带	👔
衰落	🌖
袋	🛍
袋棍球	🥍
袋鼠	🦘
袜	🧦
袜子	🧦
裁剪	🪡
装扮服装	🧛
装有食物的浅底锅	🥘
装货	📦
装配	🧑‍🏭 👩‍🏭 👨‍🏭
装饰	💟 🎄
裙子	👗
裤子	👖 🩳
褐色	🍄‍🟫
褐色蘑菇	🍄‍🟫
褐菇	🍄‍🟫
西兰花	🥦
西北	↖
西北双箭头	⇖
西南	↙
西南双箭头	⇙
西班牙比塞塔	₧
西班牙海鲜饭	🥘
西瓜	🍉
西红柿	🍅
西装革履	🕴
西装革履的人	🕴
西餐	🍽 🍴
要害	🎯
要收费	🈶
见钱眼开	🤑
观星	🔭
视频	📺 📽 📹
角	∠ 📐
角分符号	′
角子机	🎰
角度	📐
角括号	「 」
角秒符号	″
解剖	🫀
解散	🫳
解锁	🔑 🔓
触手	🪼
警告	⚠ ☣
警官	👮‍♂ 👮 👮‍♀
警察	👮 👮‍♂ 👮‍♀ 🚔 🚓
警戒哨	🪧
警报	🚨
警方	👮 👮‍♀
警灯	🚨
警示	🚨
警车	🚓 🚔
警车灯	🚨
计时	⌛ ⏱ ⏲
计时器	⌛ ⏱ ⏲ ⏳
计程车	🚕
计算	🧮
计算器	🧮
计算机	🖥 🛜
订婚	💍 💎
讨人喜欢	🩷
讨价还价	🉐
训练	🏋‍♀ 🏋
记事本	📒 📓 🗒 🗓
记录	📓
记账	📒 🧾
讲话	🗣
许可	🉑
讽刺	😼
证件	🪪
证据	🧾
证明	🧾
证明完毕	∎
证章	📛
诅咒	🤬
识别	🆔
诊断	🩺
试管	🧪
话语	🗨
话语气泡	💬
诡异地笑	😏
该走了	👋
语调	´
诱饵	🪤
说话	🗣 🦜
说话头	🗣
说谎	🤥
请勿入内	⛔
请勿驶入	⛔
请客	🧁
请您离开	💁
请求	🥺
读书	🔖 📖
读报	📰
调味	🧅 🧄
调味品	🧂 🫙
调味料	🧂
调味汁	🍋‍🟩
调情	🫦 🪭
调皮	😛
调羹	🥄
调色板	🎨
调色盘	🎨
调节	🎚 🎛
调节滑块	🎚
谢谢	🙏
谷物	🌾 🥣
谷类	🍞
豆	🫘 🫛
豆子	🫘
豆类	🫘 🫛
豆茎	🫛
豆荚	🫛
豌豆	🫛
豌豆荚	🫛
象	🐘
象声号	〰
豪华游艇	🚤
豹	🐆
豹子	🐆
贝果	🥯
贝类水产	🦐
贝类浓汤	🦞
负极	🔋
财宝	🏴‍☠
财富	🪙 🔮 🪎
责备	👎
账单	🧾
账本	📒
账簿	📒
货币	£ 💶 💷 ₹ 💴 € ₽ 💲 💵 💹 ¥
货币兑换	💱
货币升值图表	💹
货车	🚚 🚛
购物	🛒 🛍
购物袋	🛍
购物车	🛒
贮藏	🫙
贵宾犬	🐩
贵族	🫅
贷记卡	💳
费用	🈶
资料	ℹ 📊
赌博	🎰
赌场	🎰
赌钱	💰
赏月	🎑
赛跑	🏃 🏃‍➡
赛车	🏎 🏍
赛马	🏇 🐎
赛马骑师	🏇
赞成	👏 👍
赢钱	💰
赤脚	👣
走势	💹
走路	🚶‍♂ 🚶‍♂‍➡ 🚶‍♀ 🚶‍♀‍➡ 🚶 🚶‍➡
起司	🧀 🍕
起飞	🛫
超人	🦸
超冷	🧥
超扯	🤣
超级大坏蛋	🦹
超级恶棍	🦹
超级英雄	🦸
超能力	🦸‍♀ 🦸‍♂ 🦹‍♀ 🦹‍♂ 🦸 🦹
超自然	🧛
超集	⊃
超集或等于	⊇
越南盾	₫
越桔	🫐
趋势向上且带有日元符号的图表	💹
趋势向上的图表	📈
趋势向下的图表	📉
趋势线	📉 📈
足尖鞋	🩰
足球	⚽
足踝	🦶
足迹	🐾 👣
趾高气昂	😤
跃动	💞
跆拳道	🥋
跑	👟 🏃‍♂ 🏃‍♀ 🏃‍♂‍➡ 🏃‍♀‍➡
跑步	🏃 🏃‍♀ 🏃‍➡ 🏃‍♀‍➡ 🎽
跑步者	🏃 🏃‍➡
跑路	🏃 🏃‍➡
跑车	🏎
跑鞋	👟
跛行	🦵
跨性别	🏳‍⚧ ⚧ 🌈 🏳‍🌈
跨性别旗	🏳‍⚧
跨性别符号	⚧
跪下	🧎 🧎‍➡
跪下的女人	🧎‍♀ 🧎‍♀‍➡
跪下的男人	🧎‍♂ 🧎‍♂‍➡
跪坐	🧎 🧎‍♀ 🧎‍♂ 🧎‍♀‍➡ 🧎‍♂‍➡ 🧎‍➡
路人	🚶‍♀ 🚶‍♀‍➡
路障	🚧
路面电车	🚊
跳伞	🪂
跳舞	🕺 💃 🩰 👯‍♀ 👯‍♂ 👯 🪭
跳舞的女人	💃
跳舞的男人	🕺
跳跃	🦘
踏板车	🛵
踩滑板	🛹
蹦迪	🪩
身份	🆔 🫆
身份证	🪪
身体	👀 👁 👅 💀 🫁 🫀
躺在床上的人	🛌
车	🛻
车票	🎫
车站	🚉
车轮	🛞
车辆	🚑 🛞 🚙
轨迹球	🖲
轨道	🚋
轨道车	🚃
转动	🛞
轮式	🛼
轮椅	🦼 🦽 ♿ 🧑‍🦼 🧑‍🦽 👨‍🦼 👨‍🦽 👩‍🦼 👩‍🦽 🧑‍🦼‍➡ 🧑‍🦽‍➡ 👨‍🦼‍➡ 👨‍🦽‍➡ 👩‍🦼‍➡ 👩‍🦽‍➡
轮椅标识	♿
轮椅符号	♿
轮盘	☸
轮胎	🛞
轮船	⛴
软件	🧑‍💻 👨‍💻 👩‍💻
软体动物	🦑
软盘	💾
软饮料	🥤
轻声	🔈
轻轨	🚈
载货	🛻
轿车	🚗 🚘 🚙
辅助	🩼 🐕‍🦺
辐射	☢
输入	⌨
输入大写拉丁字母	🔠
输入字母	🔤
输入小写字母	🔡
输入小写拉丁字母	🔡
输入拉丁字母	🔤
输入数字	🔢
输入法	🔠 🔡
输入符号	🔣
输血	🩸
辣	🌶
辣味香肠	🍕
辣椒	🌶 🫑
达摩	☸
过关	🈴
过山车	🎢
过来	🫴
迎面而来	🚘
迎面驶来	🚍
迎面驶来的公交车	🚍
迎面驶来的出租车	🚖
迎面驶来的汽车	🚘
迎面驶来的警车	🚔
运动	🎿 ⚾ 🎳 🏉 🏀 🏊 🥎 🚴 🥍 🛼 🚵 🙆‍♂ ⚽ 🏄 🏋 🏌 🤼 🤼‍♀ 🤼‍♂ 🤾 🤾‍♀ ⛹
运动会奖牌	🏅
运动员	🏅
运动型多用途车	🚙
运动服	🎽
运动背心	🎽
运动鞋	👟
运气	🧧
运球	⛹
运送	📦
近似值	≈
近似相等	≅
返回	🔙
返回箭头	🔙
这里	🈁
进化	🧬
远大于	≫
远小于	≪
远足	🚶 🚶‍➡
远足野营	🥾
连体泳衣	🩱
连字符	‐ ‧
连字符点	‧
连接	🖇 🛜
连接号	–
连接的回形针	🖇
连衣裙	👗 🥻
连起来的两个回形针	🖇
连身泳衣	🩱
连鬓胡子	🧔
迟缓	🦥
迪亚	🪔
迪斯科	🪩
迷住	🫣
迷你光盘	💽
迷你光碟	💽
迷你唱片	💽
迷恋	🥰
迷惘	🫤
迷糊	😵‍💫
迷茫	😶‍🌫 😳
追星族	🤩
追踪球	🖲
送你一颗心	💝
送出	🫴
送货	🚚
送餐	🥡
送餐服务	🥡
逃生	🦺
逆时针	🔄
逆时针上半圆箭头	↶
逆时针开口圆箭头	↺
逆时针箭头	🔄
逆时针箭头按钮	🔄
选中	🔘
选举	🗳
选我	🙋
选票	🗳 ☑
透明	🪟
透镜状方括号	【 】
逗号	،
通信	📟 📞 📱 📲
通厕所	🪠
通知	📢 📣
通行证	🛂
通过	🈴
逛街	🛍
速度	🚄
速食	🍔
造型师	💇
逮捕	👮 👮‍♀
逻辑与	∧
道教	☯
道歉	🙇‍♀ 🙇‍♂ 🙇
遗传学	🧬
邪恶	🖤 🦹
邪眼	🧿
邪魔	😈
邮件	📩 📧 💌 📭 ✉ 📥 📤 📨
邮便	🏣
邮号	📯
邮局	🏤 🏣
邮政	📯
邮筒	📮
邮箱	📫 📮
邮箱关闭红旗升起	📫
邮递	📭
郁金香	🌷
郁闷	🫤 😒
郊区	🏠 🏡
部件	🧩
部分	§
部队	🪖
都好	😝
都市	🏙 🌆
都市景观	🏙
鄙视	😒
酒	🍺 🍶 🍷 🍸
酒吧	🍷 🍸 🍹 🍺 🍻 🍶
酒店	🏨 🛎 🛌
酒杯	🍷 🍶
酒馆	🏮
酢浆草	☘
酪梨	🥑
酸味酒精饮料	🍋‍🟩
酸橙	🍋‍🟩
酸橙派	🍋‍🟩
酸爽	🍋‍🟩
醉醺醺	🥴
采矿	⛏
采购	🛒
释怀的	🥲
释然	😮‍💨
里亚尔	﷼
里弗尔	₶
里拉	₤
重复一次按钮	🔂
重复按钮	🔁
重新载入	🔃
重生	🐦‍🔥
重获新生	🐦‍🔥
重音符号	´
野牛	🦬
野猪	🐗
野生卷心菜	🥦
野餐	🧺
量体温	🤒
金发	👱‍♀ 👱‍♂ 👱 👩 👩‍🦰 👩‍🦱 👩‍🦲 👩‍🦳
金发女	👱‍♀
金发男	👱‍♂
金子	🪎
金属	🪙
金属礼	🤘
金币	🪙
金牌	🥇 🏅
金牛	♉
金牛座	♉ 🐂
金色头发的人	👱
金花鼠	🐿
金钱	💲 🫰
金钱至上	🤑
金鱼草	🪻
鉴证	🫆
针	🪡
针头	💉
针筒	💉
针线	🧵
钓竿	🎣
钓鱼	🚣
钓鱼竿	🎣
钞票	💶 💷 💴 🫰
钟	⏰
钟声	🔔
钢琴	🎹
钢笔	🖋 ✒ 🔏
钢笔尖	✒
钥匙	🔑 🔐 🗝
钥匙和锁	🔐
钩子	🪝
钩状物	🪝
钩针编织	🧶
钱	💰 💸
钱包	👛 💰
钱袋	💰
钻戒	💍
钻石	💎 🔷 🔹 🔶
铁人三项	🏊
铁路	🚞 🛤 🚃 🚆 🚉 🚂
铁轨	🛤
铁链	⛓
铁锤	⚒ 🛠 🔨
铁镐	⛏ ⚒
铃	🛎 🔕
铃声	🔔
铃铛	🔔 🎐
铅笔	✏ 📝
铜板	👛
铜牌	🥉
铜管乐	🪊
铰接式卡车	🚛
铰接式货车	🚛
铲	🪏
银河	🌌
银牌	🥈
银色	🩶
银行	🏦 🏧 💱 💶 💷 💴 💵 💳 💰
银行卡	💳
链	⛓ ⛓‍💥
链接	🔗
链条	⛓ 🔗 ⛓‍💥
锁	🔒 🔐 🔓 🔏
锁上	🔐
锁住	🔒
锁头	🔒
锁定	🔒
锁链	🔗 ⛓
锄头	⛏
锅	🍲 🫕
锋利	🪒
错综复杂	🥨
锚	⚓
锡克	🪯
锡克教	🪯
锡克教徒	🪯
锤子	🔨 ⚒ 🛠
锤子与扳手	🛠
锤子与镐	⚒
锦标赛	⛹
键盘	⌨
锯	🪚
锯子	🪚
锻炼	🙆
镇尼	🧞
镐	⚒
镐子	⚒
镑	£
镜子	🪞
镜球	🪩
长划线	—
长号	🪊
长度	📏
长旗	🎏
长曲棍球	🥍
长条图	📊
长毛绒	🧸
长毛象	🦣
长牙	🦣
长笛	🪈
长笛手	🪈
长翅膀的钱	💸
长袜	🧦
长颈鹿	🦒
长鼓	🪘
长鼻子	🤥
长鼻子脸	🤥
门	🚪
门松	🎍
门票	🎟 🎫
闪亮	✨ 💖 🌟
闪亮的心	💖
闪亮的星星	🌟
闪人	🏃 🏃‍➡
闪光	❇ ✨ 🌟
闪光灯	📸
闪光灯打开	📸
闪电	⚡ 🌩
闪耀	❇ ✨ 🪩
闭嘴	🤐
闭眼	😚
闭眼亲亲的猫脸	😽
闭眼亲吻	😚
问号	❓ ❔ ¿ ⁉ ؟
问题	❔
闲逛	🚶 🚶‍➡
间谍	🕵 🕵‍♂ 🕵‍♀ 🥸
间隔号	· ・
闹钟	⏰
闺蜜	👯
阅读	🔖 🛋 📗 📘 📙 📖 📚
防嗮霜	🧴
防御	🛡
防晒霜	🧴
阳	☯
阳伞	⛱ 🏖
阳光	🫡
阳光明媚	🌞 ☀
阳光普照	☀
阴	⛅ ☯
阴阳	☯
阵雨	⛈
阶梯	🪜
阻挡	🫷 🫸
阻止	🚫
阿塞拜疆马纳特	₼
阿富汗尼	؋
阿拉伯	، ؛ ؟
阿拉伯文分号	؛
阿拉伯文逗号	،
阿拉伯文问号	؟
阿斯克勒庇俄斯	⚕
阿斯克勒庇俄斯蛇杖	⚕
阿米巴	🦠
陆龟	🐢
降号	♭
降温	🪭
降落	🛬
降落伞	🪂
降音符	♭
除	➗
除以	÷
除号	÷ ➗
除号斜线	∕
除商	÷
除法	÷
陨落之星	🌠
陵墓	⚰
陷入爱河	🥰
陷进	🪤
陷阱	🕳 🪤
随便	😝
随便啦	🙄 💅 😒 💁
随机	🔀
随机播放	🔀
随机播放音轨按钮	🔀
随行杯	🥃
随风飘舞	🍃
隐形	🫥
隐瞒身份	🥸
隐私	🔏
隐藏	🫥 🥷
隐身	🥷
隔板	🗂
难以置信	🤦 😳 🤦‍♀ 🤦‍♂
难受	😧 😣
难过	😞 😿
雄性	♂ 🐏
雄狮	♌
雄鹅	🪿
集	∩ ∪
集合	∩ ∪ ⊂ ∈
雌孔雀	🦚
雌性	♀ 🐑
雕塑	🗽
雨	🌧 ⛈ 🌦
雨伞	☔ ☂ 🌂
雨滴	☔
雪	🎿 ❄ 🌨 🏔 🏂 ☃ ⛷
雪与雪人	☃
雪人	⛄ ☃
雪封山头	🏔
雪山	🏔
雪怪	🫈
雪橇	🛷
雪糕	🍨
雪花	❄
雪顶	🏔
零下	🥶
零件	⚙
雷	🌩 ⛈
雷暴	⛈
雷阵雨	⛈
雷龙	🦕
雾	🌫 🌁
震动	📳 🫨
震惊	😲 🤯 🫪 🤦 🫨 🫢 🤦‍♀ 🤦‍♂
霜淇淋	🍦
露营	🏕 ⛺ 🥾
露齿	😬
露齿笑	🤩
露齿而笑	😁 😬 😄
霸王龙	🦖
霹雳八球	🎱
青	🍏
青柠	🍋‍🟩
青椒	🫑
青筋	💢
青色	🩵
青苹果	🍏
青蛙	🐸
青蛙头	🐸
静思	🙇‍♀
静而无语	😯
静音	🔇 🔕
靛蓝	🪻
非	¬
非机动车	🚳
非洲	🌍
非洲头	🪮
非洲手鼓	🪘
