# 由 qingjian-dict-convert 从 Unicode CLDR zh annotations 生成（Unicode License v3）。词\temoji emoji …
怀疑	🤨 🤷‍♂ 🤷 🫢 🫤 🤷‍♀
怒	💢 😡
怒火中烧	😡
怒视	🙎
怕	😨
怜悯	🥺
思想	💭
思想活动	💭
思考	🤔
急救	🚑
性别不明	🧓 🧒
性别中性	🧓
性别中立	🧑 🧑‍🦰 🧑‍🦲 🧑‍🦳 🧑‍🦱 🧒
性感	💋 🫦
性格不明	🧑 🧑‍🦰 🧑‍🦲 🧑‍🦳 🧑‍🦱
怪人	😜
怪兽	🧌 💀
怪物	👾 🤖 🧌 👺 💩 ☠ 👻
恋爱	💑 👨‍❤‍👨 👩‍❤‍👨 👩‍❤‍👩
恐怖	😨 😱 🧛
恐惧	😨
恐龙	🦖 🦕
恢复	❤‍🩹
恤衫	👕
恩潘纳达	🥟
恬静	🪷
恭喜	👏
恰恰	🪇
恳求的脸	🥺
恶心	🤢
恶心作呕的脸	🤢
恶魔	👿 🦹
恶魔之眼	🧿
恶魔微笑	😈
恼怒	🤦‍♂ 🤦 🤦‍♀
恼火	🙍
悠悠球	🪀
您好	🫂
您要什么	🤌
悬挂	🚟
悬挂式单轨	🚟
悬挂滑翔	🪂
悲伤	🪊 🥹
情书	💌
情人旅馆	🏩
情人酒店	🏩
情侣	💑 👨‍❤‍👨 👩‍❤‍👨 👩‍❤‍👩 👫 👬 👭 💏 🧑‍🤝‍🧑 👨‍❤‍💋‍👨 👩‍❤‍💋‍👨 👩‍❤‍💋‍👩
情侣酒店	🏩
情绪	🥹
情节	🪥
惊	😲
惊叹号	¡
惊吓	🤯
惊吓大叫的脸	😱
惊喜	🫪 🫨 🎁
惊奇	🫢
惊恐	🫪
惊愕	🫢
惊慌	🫪 🫨
惊讶	🙀 😦 😰 😲 ❗ 🫢
惊讶的脸	😲
惭愧	🙇
想	🤔
想一想	🤔
想事情	🤔
想你	😘
想法	💡 💭
想睡	💤 😪 😴
意外	😦 😟 🤭
意大利面	🍝
意粉	🍝
意面	🍝
感冒	😷
感动	🥲
感动的	🥲
感叹	❗ ¡
感叹号	❗ ¡
感叹疑问号	⁉
感恩	🙏
感恩的	🥲
感恩节	🦃
感情	🩶 🩷 🩵
感激	🥹 🥲
感谢	🙇 🫂 🥹
愤怒	🗯 😤 😠
愤怒话语气泡	🗯
愿望	🧞
懊悔	🙇
懒	🦥
戏剧	🎭
成人	🧑 🧑‍🦰 🧑‍🦲 🧑‍🦳 🧑‍🦱 👨 👨‍🦰 👨‍🦲 👨‍🦳 👨‍🦱 🧓
成功	✌
成员	∈
成比例	∝
成长	📈
我不信	😮
我参加	🙋
我可以帮忙	🙋
我哪知	🤷‍♂ 🤷 🤷‍♀
我爱你	💖 💙 💚 💛 💜 💝 💞 😍 💕 🤟 💓 💗 💟 😘 😚 🩶 💘 🥰 🩷 🩵
我猜的	🤷‍♂ 🤷 🤷‍♀
我的天	😯 😮
我的天哪	🤦‍♂ 🤦 🤦‍♀
我知道	🙋
戒指	💍
战争	🪖
战士	🪖
战斗	🫯 🥷
战死	⚔
戴兔耳朵的人	👯
戴助听器的耳朵	🦻
戴单眼镜的脸	🧐
戴口罩	😷
戴口罩的脸	😷
戴头巾的人	👳
戴头巾的女人	👳‍♀ 🧕
戴头巾的男人	👳‍♂
戴头纱的人	👰
戴头纱的女人	👰‍♀
戴头纱的新娘	👰
戴头纱的男人	👰‍♂
戴王冠的人	🫅
戴瓜皮帽的人	👲
户外	🥾
房	🏘
房子	🏠 🪴 🏘 🏡
房屋	🏠
房屋建筑	🏘
房车	🚙
房门	🚪
房间	🚪
所以	∴
扁面包	🫓
扇	🪭
扇动	🪭
扇子	🪭
手	🧤 🖐 👋 🙋 🙌 ✋ ✌ 🙅 🙆 🫱 🫲 🖖 🤚 🤟 🪬 🤞 🫳 🫴 🫶 👆 👇 👈 👉 🧑‍🤝‍🧑 🫰
手动	👨‍🦽 👩‍🦽 👨‍🦽‍➡ 👩‍🦽‍➡
手动轮椅	🦽
手势	🙆 🙋‍♂ 🤌
手套	🧤 🥊 🥎
手拉手	👫 👬 👭
手拉手的一男一女	👫
手拉手的两个人	🧑‍🤝‍🧑
手拉手的两个女人	👭
手拉手的两个男人	👬
手拿	👝
手拿包	👝
手指	🤌 🤞 🫵 🤏
手掌	🖐 🪬
手推车	🛒
手提包	👜 💼
手提电脑	💻
手提电话	📱
手提箱	🧳
手撕日历	📆
手机	📱 📴 📵 📲 📳 🤳 🆑 📶
手机关机	📴
手杖	🩼
手枪	🔫
手柄	🎮
手牵手的人	🧑‍🤝‍🧑
手球	🤾 🤾‍♂ 🤾‍♀
手电	🔦
手电筒	🔦
手纸	🧻
手背	🤚
手臂	🦾
手表	⌚
手袋	👝
手铐	⛓‍💥
手风琴	🪗
扑克	♠ ♣ ♥ ♦ 🃏
扑克小丑	🃏
打乱	🔀
打击乐器	🪇
打勾	✔ ✅ ☑
打印	🖨
打印机	🖨
打呵欠	🥱
打呼	💤 😴
打哈欠	🥱
打哈欠的脸	🥱
打喷嚏	🤧
打喷嚏的脸	🤧
打嗝	🫧
打字	⌨ 🔢 🔣 🔤 🔡 🔠
打开	🔓 📖 📂 📬
打开文件夹	📂
打开的书本	📖
打开的文件夹	📂
打开的锁	🔓
打扫	🧹
打扰	🦡
打折	🈹
打斗	🫯 🥷
打斗云团	🫯
打板	🎬
打架	🤼‍♂ 🤼 🤼‍♀ 🫯
打滚	🤣
打球	🏀 ⛹
打电话给我	🤙
打结	🪢
打绷带	🤕
打针	💉
打雷	🌩
打高尔夫的人	🏌
扔掉	🫳
扣针	🧷
执照	🪪
扩音器	📣 📢
扫地	🧹
扫帚	🧹
扫描	🖨
扬声器	🔊 🔇 🔈 🔉
扬声器关闭	🔇
扬尘而去	💨
扭曲食品	🥨
扳手	🔧 🛠
扶额	🤦‍♂ 🤦 🤦‍♀
技工	🧑‍🔧 👨‍🔧 👩‍🔧
投影仪	📽
投球	🤾 🤾‍♀
投票	🗳
投票箱	🗳
抗拒	🥹
折扇	🪭
折扣	🈹
抛接	🤹
抛接杂耍	🤹
抛接球	🤹‍♂ 🤹
抢劫	🪎
护士	👨‍⚕ 🧑‍⚕ 👩‍⚕
护手	💅
护照	🛂
护照检查	🛂
护目	🥽
护目镜	🥽
护眼	🥽
护肤霜	🧴
护身符	🧿 🪬
报到	🛫
报纸	📰 🗞
报纸卷	🗞
报道	📰
披肩	🥻
披萨	🍕
披萨配料	🍄‍🟫
抱	🤗
抱抱	🤗 🫂
抽烟	🚬 🚭
拄盲杖的人	🧑‍🦯 🧑‍🦯‍➡
拄盲杖的女人	👩‍🦯 👩‍🦯‍➡
拄盲杖的男人	👨‍🦯 👨‍🦯‍➡
担心	😟 😓 🫦
担忧	😟
拇指	👍
拇指向上	👍
拇指向下	👎
拉丁字母	🔤
拉丁字母键	🔤
拉丁文	🔡 🔠 🔤
拉手	🧑‍🤝‍🧑
拉炮	🎉
拉炮彩带	🎉
拉面	🍜
拍手	👏 🪭
拍摄	📹
拍照	📷 📸
拍电影	🎬
拐杖	🩼 🦯 👨‍🦯 👨‍🦯‍➡ 👩‍🦯 👩‍🦯‍➡
拒绝	🫷 🫸
拖拉机	🚜
拖沓	🍄‍🟫
拖车	🚛
招摇	🦚
拜托	🙏 🥹
拜金	🤑
拥抱	🫂 🤗
拨弄头发	💁
拨浪鼓	🪇
括号	〈 〉 《 》 〔 〕
拳	👊
拳击	🥊
拳击手套	🥊
拳头	✊ 🤛 🤜
拼图	🧩
拼贴	📌
拿着	🫴
拿起	🫳
持票人	🐍
挂钩	🪝
指	🫵
指上	☝ 👆
指下	👇
指南针	🧭
指右	👉
指向	🫵 📦
指向观察者的食指	🫵
指向长杠的西北箭头	↸
指左	👈
指引	🦮
指甲油	💅
指示牌	🚸
指纹	🫆
按摩	💆 💆‍♂ 💆‍♀
按钉	📌
按钮	🆖 🆓 🔘 ✅ 🔳 🔲 🅰 🅱 🅾 🆎
按键	#⃣ *⃣ 0⃣ 1⃣ 2⃣ 3⃣ 4⃣ 5⃣ 6⃣ 7⃣ 8⃣ 9⃣ 🔟 🈶 🈷 🆕 🈁 🈂 🈲 🈵 🈺 🉐 ⌨ ㊗ ㊙ 🆒 🆔 🈚 🈯 🈴 🉑 🅿 🆖 🆘 🆙 🈹 🆗 🆚 🔘
挎包	👜
挑眉	🤨
挖掘	⛏
挖苦	🤌
挤眉弄眼	😜
挥手	👋
挥拳过来	👊
振动	📳
振动模式	📳
捂上嘴巴	🙊
捂嘴	🙊
捂嘴而笑	🤭
捂脸	🤦 🤦‍♂ 🤦‍♀
捏合的手势	🤏
捏手指	🤌
捏着	🤏
捕鱼	🦦
捕鼠器	🪤
捡起	🫳
换尿片	🚼
换汇	💱
捷运	🚊 🚇 🚉
掌心向上托起	🤲
掌心向上的手	🫴
掌心向下的手	🫳
排灯节	🪔
排球	🏐
排骨	🍖 🥩
掠夺	🏴‍☠
探戈	💃
接住	🫴
接吻	💏 👨‍❤‍💋‍👨 👩‍❤‍💋‍👨 👩‍❤‍💋‍👩 💋 🫦
接收	📥 📲 📨
接水	🚰
接球	🤾 🤾‍♀
接种	💉
接触	🔭 📡
控制	🎛
控制旋钮	🎛
推	🫷 🫸
推出按钮	⏏
推杆进球	🏌
掷骰子	🎲
提供	🫴
提取	🛄
提取行李	🛄
提款机	🏧
提琴	🎻
提示丝带	🎗
插头	🔌
握手	🤝 🫱 🫲 🧑‍🤝‍🧑
握拳	✊
搋子	🪠
搏动	💗
搏动的心	💗
搏斗	🤼‍♂ 🤼 🤼‍♀
搜索	🔍 🔎
搞定	☑
搬砖	👷
搬运	🚛
摄像机	📹 🎥
摄录机	🎥
摄影	🎥 📷
摄影机	🎥 🎦 📹
摆姿势	🙆
摇动	🪇
摇头	🙂‍↔
摇滚	🤘
摇滚歌手	👨‍🎤 🧑‍🎤 👩‍🎤
摇滚精神	🤘
摇白旗	🏳
摇黑棋	🏴
摊手	👐
摔跤	🤼‍♂ 🤼 🤼‍♀ 🫯
摔跤比赛	🤼‍♂ 🤼 🤼‍♀
摔跤选手	🤼
摩埃	🗿
摩天轮	🎡
摩托	🏍
摩托艇	🛥
摩托车	🏍 🛵
摩羯	♑
摩羯座	♑ 🐐
摩艾	🗿
摩艾石像	🗿
撅嘴	🙎
撅嘴女	🙎‍♀
撅嘴男	🙎‍♂
撅嘴的人	🙎
撇号	‘ ’ ‚
撩拨	😉
播放	⏯
播放或暂停	⏯
播放或暂停按钮	⏯
擂台争霸	🤼‍♂ 🤼 🤼‍♀
操控杆	🕹
操纵	🤹‍♂ 🤹
擦拭神灯	🧞
攀岩	🧗
攀岩者	🧗
攀爬的人	🧗
攀爬的女人	🧗‍♀
攀爬的男人	🧗‍♂
收件箱	📥 📤
收信	📥 📨
收到	🫡
收到来信	📨
收到邮件	📥 📨
收据	🧾
收条	🧾
收纳	🗄
收费	🈂
收起的伞	🌂
收邮件	📩
收钱	💳
收音机	📻
改造	👷
放下	📪
放声大哭	😭
放声大哭的脸	😭
放大	🔍 🔎
放大镜	🔍 🔎
放射性	☢
放屁	💨
放映机	📽
放松	🧖 🧘 💆 ☺
放松点	🤌
救命	🆘
救护车	🚑
救援	🛟
救援人员头盔	⛑
救火	👨‍🚒 👩‍🚒
救火车	🚒
救生	🛟
救生圈	🛟
救生用具	🛟
救生衣	🦺
教堂	⛪ 💒
教学楼	🏫
教师	👨‍🏫 🧑‍🏫 👩‍🏫
教授	👨‍🏫 🧑‍🏫 👩‍🏫
教育	📗 📘 📙 📔 📚
敞蓬小型载货卡车	🛻
散步	🚶 🚶‍➡
敬畏	🫢
敬礼	🖖 🫡
敬神	🛐
数字	🔢
数学	➗ 📏 🟰 ➖ 📐 ➕
数学家	👨‍🔬 👩‍🔬
整点	🕛
整除	∣
文书	📄 📃
文件	📄 📁 📂 🗃 📃 💼
文件夹	📁 📂 🗂
文件柜	🗄
文具	🗒 📁 📏 📐 📂
文档	📄 📃
斋戒月	☪
斑点	🦒
斑马	🦓
斗殴	🫯
斜眼笑	😆
斧头	🪓
断开	⛓‍💥
断开的链条	⛓‍💥
断链	⛓‍💥
斯佩斯米洛	₷
斯波克	🖖
新娘	👰
新干线	🚄 🚅
新手	🔰
新月	🌑 🌚
新月形	🌙
新月形面包	🥐
新生儿	🍼 👨‍🍼 🧑‍🍼
新的	🆕
新郎	🤵
新闻	📰 🗞
新鲜空气	🪟
方位	↗ ↘ ⬆ ⬇
方向	🔃 ↖ ↙ ⬅ 🧭 ➡ ↗ ↘ ⬆
方块	🟥 🟦 🟧 🟨 🟩 🟪 🟫 🔶 🔷 🔸 ♦ 💠
方块内有点	💠
方城之战	🀄
方形	🔳 🔲 ⬛ ⬜ ⏹ ❎
方括号	【 】 〖 〗 「 」 『 』
方格	🏁
方框	🟥 🟦 🟧 🟨 🟩 🟪 🟫 « »
方片	♦ 🔹 🔶 🔷 🔸
施工	🏗 🚧 🔨
旅客	🚢 ⛴ 🛳
旅行	🚁 🚃 🚂 🚢 ✈ 🚀 🛄 🧳 🗿
旅馆	🏨 🏩
旋转	💈 💞
旋转木马	🎠
旋钮	🎛
旋风	🌀 🌪
旗	🎌 🚩 🏳‍🌈 🇧🇭 🇧🇯 🇧🇳 🇧🇷 🇧🇹 🇨🇭 🇨🇱 🇨🇳 🇨🇺 🇨🇿 🇩🇪 🇩🇰 🇪🇬 🇪🇺 🇫🇮 🇫🇯 🇫🇷 🇬🇦 🇬🇧 🇬🇭 🇬🇷 🇬🇺 🇭🇹 🇮🇳 🇮🇷 🇮🇸 🇯🇴 🇯🇵 🇰🇵 🇰🇷 🇱🇦 🇲🇪 🇲🇱 🇲🇲 🇲🇳 🇳🇱 🇳🇴 🇳🇷 🇳🇺 🇴🇲 🇵🇪 🇵🇱 🇵🇼 🇸🇩 🇸🇪 🇹🇩 🇹🇬 🇹🇭 🇹🇴 🇹🇼 🇺🇸 🇻🇳 🇾🇪 🇿🇦 🇦🇩 🇦🇫 🇦🇮 🇦🇴 🇦🇶 🇦🇷 🇦🇹 🇦🇼 🇧🇪 🇧🇮 🇧🇲 🇧🇸 🇧🇻 🇧🇿 🇨🇦 🇨🇲 🇨🇶 🇨🇻 🇨🇼 🇨🇽 🇩🇯 🇪🇸 🇬🇬 🇬🇱 🇬🇲 🇬🇳 🇬🇾 🇭🇺 🇮🇪 🇮🇱 🇮🇲 🇮🇶 🇮🇹 🇯🇪 🇯🇲 🇰🇪 🇰🇭 🇰🇲 🇰🇼 🇱🇧 🇱🇸 🇱🇹 🇱🇺 🇱🇾 🇲🇦 🇲🇨 🇲🇹 🇲🇼 🇲🇽 🇳🇪 🇳🇵 🇳🇿 🇵🇦 🇵🇭 🇵🇹 🇵🇾 🇶🇦 🇷🇪 🇷🇺 🇷🇼 🇸🇨 🇸🇬 🇸🇴 🇸🇷 🇸🇸 🇸🇾 🇹🇰 🇹🇱 🇹🇳 🇹🇷 🇹🇻 🇺🇦 🇺🇬 🇺🇳 🇺🇾 🇻🇦 🇼🇸 🇽🇰 🇾🇹 🇿🇲 🏴󠁧󠁢󠁥󠁮󠁧󠁿 🏴󠁧󠁢󠁳󠁣󠁴󠁿 🏴󠁧󠁢󠁷󠁬󠁳󠁿 🇦🇨 🇦🇲 🇦🇺 🇦🇽 🇦🇿 🇧🇧 🇧🇩 🇧🇬 🇧🇴 🇧🇼 🇧🇾 🇨🇮 🇨🇰 🇨🇴 🇨🇾 🇩🇲 🇪🇨 🇪🇪 🇪🇭 🇫🇴 🇬🇩 🇬🇪 🇬🇮 🇬🇵 🇬🇹 🇭🇳 🇭🇷 🇰🇮 🇰🇾 🇱🇨 🇱🇰 🇱🇷 🇱🇻 🇲🇩 🇲🇰 🇲🇶 🇲🇺 🇲🇻 🇲🇾 🇲🇿 🇳🇦 🇳🇫 🇳🇬 🇳🇮 🇵🇰 🇵🇷 🇷🇴 🇷🇸 🇸🇭 🇸🇰 🇸🇱 🇸🇲 🇸🇳 🇸🇻 🇸🇿 🇹🇿 🇻🇪 🇻🇺 🇿🇼 🇦🇱 🇦🇸 🇧🇫 🇧🇱 🇨🇩 🇨🇫 🇨🇬 🇨🇵 🇨🇷 🇩🇿 🇪🇷 🇪🇹 🇫🇰 🇬🇫 🇬🇶 🇬🇼 🇮🇨 🇮🇩 🇰🇿 🇱🇮 🇲🇫 🇲🇬 🇲🇭 🇲🇷 🇲🇸 🇸🇦 🇸🇧 🇸🇮 🇸🇽 🇹🇯 🇹🇲 🇧🇶 🇩🇬 🇫🇲 🇰🇬 🇳🇨 🇵🇳 🇵🇸 🇹🇫 🇺🇿 🇦🇬 🇩🇴 🇪🇦 🇮🇴 🇰🇳 🇲🇵 🇵🇫 🇵🇬 🇻🇬 🇻🇮 🇼🇫 🇦🇪 🇸🇯 🇸🇹 🇹🇹 🇺🇲 🇨🇨 🇭🇰 🇲🇴 🇹🇨 🇧🇦 🇭🇲 🇵🇲 🇻🇨 🇬🇸 🇹🇦
旗帜	🏳‍⚧ 🎌 🏳‍🌈
旗杆上的三角旗	🚩
旗杆上的旗帜	🚩
旗标	📫 📪 📬 📭
无人荒岛	🏝
无叶	🪾
无叶树	🪾
无声	🔕 🔇
无奈	🤦‍♂ 😮‍💨 🤦‍♀
无尽	♾
无峰驼	🦙
无待收信件	📪 📭
无感	😐
无所谓	🫥 🫤 🤷‍♂ 🤷 🤷‍♀
无新信件	📭 📪
无柄茶杯	🍵
无神论	⚛
无穷大	♾ ∞
无穷大符号	∞
无线	🛜
无线电	📻
无聊	🍄‍🟫 🫤 🥱
无脊椎动物	🪼
无视	🤷‍♂ 🤷 🤷‍♀
无语	😑 🙄 😰 🤦 🤦‍♂ 🤦‍♀
无轨电车	🚎
无障碍	🦼 ♿ 🐕‍🦺 👨‍🦼 🦯 🦽 🦿 🧑‍🦯 🧑‍🦼 🧑‍🦽 👨‍🦼‍➡ 🧑‍🦯‍➡ 🧑‍🦼‍➡ 🧑‍🦽‍➡ 👨‍🦯 👨‍🦽 🦮 🦾 👨‍🦯‍➡ 👨‍🦽‍➡ 👩‍🦼 🧏 👩‍🦼‍➡ 👩‍🦯 👩‍🦽 🦻 👩‍🦯‍➡ 👩‍🦽‍➡
日元	💴 💹 ¥
日元升值	💹
日元汇率	💹
日出	🌅 🌄
日历	📅 🗓 📆
日币	💴 💹
日式饭团	🍙
日文	🈸 🈶 🈁 🈲 🉐 ㊗ ㊙ 🈯 🈴 🈚 🈹 🈳 🈷 🈂 🉑 🈵 🈺
日文sa	🈂
日文的“免费”按钮	🈚
日文的“可接受”按钮	🉑
日文的“合格”按钮	🈴
日文的“开始营业”按钮	🈺
日文的“打折”按钮	🈹
日文的“收费”按钮	🈶
日文的“月总量”按钮	🈷
日文的“有空位”按钮	🈳
日文的“服务费”按钮	🈂
日文的“没有空位”按钮	🈵
日文的“申请”按钮	🈸
日文的“祝贺”按钮	㊗
日文的“禁止”按钮	🈲
日文的“秘密”按钮	㊙
日文的“议价”按钮	🉐
日文的“这里”按钮	🈁
日文的“预留”按钮	🈯
日期	📅 🗓 📆
日本	🏣 🗾 🏯 🎎 🍙 🎍 🎏 🎴 👘 ⛩ 🈳 🈸 🈶 🈷 🍡 🎋 🏮 👹 🈲 🈵 🈺 🉐 🎌 👺 ㊗ ㊙ 🈯 🈴 🉑 ¥ 🈚 🈹
日本人偶	🎎
日本人形	🎎
日本免费电话标志	➿
日本单环标志	➰
日本地图	🗾
日本城堡	🏯
日本新手驾驶标志	🔰
日本邮局	🏣
日落	🌇 🌆
日记本	📓
日语	🈳 🈸 🈁 🈂
旧钥匙	🗝
早晨	☕ 🌅 🌄
早餐	🥣 🥯 🍳 🍴
旱冰	🛼
时装	👠
时角	°
时钟	🕰 🕑 🕒 🕓 🕔 🕕 🕖 🕘 🕙 🕚 🕠 🕡 🕢 🕣 🕤 🕥 🕦 🕧
时间	⌛ ⌚ ⏰ ⏲ 🕐 🕗 🕜 🕝 🕞 🕟 🕛
昂贵	🫰
昂首阔步	🚶 🚶‍➡
昆虫	🐛 🐞 🕷 🦋 🦗 🐝 🪲 🦟 🪳
明亮	🔆
明星	👨‍🎤 🧑‍🎤 👩‍🎤
昏昏欲睡	🥱
昏暗	🔅
星	✴
星号	✳
星号运算符	∗
星巴克	☕
星座	♌ ♒ ⛎ 🐟 ♈ ♉ ♋ ♍ ♎ ♏ ♓ ♊ ♐ ♑ ⚖
星星	⭐ 🌟 ✨ 💫
星月	☪
星空	🌃 🌌 🌠
星群	⁂
星运算符	⋆
星际	👽 👾
星际迷航	🖖
春天	🪻
是...的元素	∈
是...的子集	⊂
是特拉迪瓦尔	🎻
显微镜	🔬
显示器	🖥
显示屏	🖥
晕	😵‍💫
晕头	😵
晕头的脸	😵
晕头转向	😵 🫨
晚上	🌃 🌉
晚安	🛌 💤 😴 🥱
晚睡	🫩
晚餐	🍽 🍴
景色	🪟
晴	🌤
晴偶有云	🌤
晴天	☀
晴时多云偶阵雨	🌦
晴转雨	🌦
智力游戏	🧩
智慧	🧠
智者	🧙
智能	🧠
智能手机	📱 📲 🛜
暂停	⏸ ⏯ 🫷 🫸
暂停按钮	⏸
暗灰	🩶
暗示	🎗
暴风雨	⛈
暴龙	🦖
暴龙君主	🦖
曲别针	📎 🖇
曲奇	🍪
曲奇饼	🍪
曲棍球	🏑
曲线	🪝
曲线积分	∮
曲谱	🎼
月	🈷
月亮	🌝 🌔 🌕 🌑 🌓 🌖 🌗 🌘 🌚 🌛 🌜 🌒 🌙 🎑
月度	🈷
月经	🩸
月饼	🥮
有书签的页面	📑
有伞的海滩	🏖
有刺动物	🪼
有待收信件	📫 📬
有料	🈶
有新信件	📬 📫
有环行星	🪐
有电	⚡
有眼袋	🫩
有空位	🈳
有箭头的信封	📩
有线鼠标	🖱 🖲
有绒毛的	🦣
有络腮胡子的女人	🧔‍♀
有络腮胡子的男人	🧔‍♂
有胡子的人	🧔
有蛋的巢	🪺
有袋目动物	🦘
有袋类动物	🐨 🦘
有轨电车	🚋
有钱	💰
有雾	🌁
朋友	👥 👬 👭
服务	🐕‍🦺 🈂
服务犬	🐕‍🦺
服务费	🈂
服务铃	🛎
服饰	👓
朔月	🌑 🌚
望月	🌕 🌝
望远镜	🔭
朝右	🤜
朝右的拳头	🤜
朝左	🤛
朝左的拳头	🤛
朝左的话语气泡	🗨
朝鲜元	₩
木匠	🪚
木塞	🍾
木头	🪵 🪓
木工锯	🪚
木材	🪵 🪚
木桩	🪵
木桶	🪣
木槿	🌺
木筏	🚣
木管乐器	🪈
木马	🎠
未成年人不宜	🔞
未知货币	¤
本子	📓
机修	🧰
机器人	🤖
机械	⚙ 🗜
机械工	👨‍🔧
机械手臂	🦾
机械腿	🦿
机长	👨‍✈ 👩‍✈
杀菌	🧼
杂工	👨‍🔧
杂技	🤹‍♀ 🤸‍♂ 🤹‍♂ 🤸 🤸‍♀ 🤹
杂耍	🤹 🤹‍♀ 🤹‍♂
权力的游戏	🐉 👑
杏仁	🌰
杠铃	🏋
条	📶
条幅	🎋
条形	―
条形图	📊
条纹	🦓
来信	📨 ✉
来电	📲
杯	🥂 🥛 🥃
杰尼	🧞
松一口气	😮‍💨
松了口气	😌
松口气	😌
松树	🌲 🎍
松饼	🧇
松鼠	🐿
板	🛹
板球	🏏
极大	♾
极大于	⋙
极客	🤓
极小于	⋘
极度痛苦	😧
极限	🥏
极限运动	🥏
果冻	🪼
果子	🍭
果岭	⛳
果岭旗	⛳
果汁	🧃 🥤
果汁盒	🧃
枪	🔫
枫叶	🍁
枯燥	🪴
枯萎	🥀
枯萎的花	🥀
某种程度上	🤏
柑桔	🍊
柑橘	🍋 🍊
柑橘属	🍋‍🟩
柔道	🥋
柜	🗄
柜员机	🏧
柠檬	🍋
查找	🔍 🔎
查询	ℹ
柬埔寨瑞尔	៛
柱形图	📊
柴油	⛽
标准酒精度	°
标志	🛑 🪧 ™ ➰ ➿
标点	❓
标点符号	〰 ❓ ❔ ❕ ❣ ❗ ‼ ⁉
标牌	🪧
标的	🎯
标签	🏷 📑 🔖 🗃
标签页	📑
标记	🏷
标识	🔝 ☢ 🔛 🔃 ↖ ↙ ⬅ 🏧 ➡ ↗ ↘ ⬆
标语	🪧
标语牌	🪧
树	🌲 🌳 🌴 🎄 🎋 🪾
树叶	🍁 🍃
树干	🪾
树懒	🦥
树枝	🪹 🪺 🪾
树袋熊	🐨
栗子	🌰
根	🫜
根号	√
根汁啤酒	🫚
根茎	🫚
根菜	🫜
格子旗	🏁
格子饼	🧇
格鲁吉亚拉里	₾
桃	🍑
框	🖼
桌球	🏓
桑拿	🧖‍♂ 🧖‍♀ 🧖
桑拿浴	🧖
桔子	🍊
档案	🗃 🗄
桥	🌉
桶	🪣 🛢
梁龙	🦕
梅花	♣
梅花形	💠
梅花花色	♣
梅西	⚽
梦幻	🔮
梨	🍐
梯子	🪜
梯级	🪜
梳子	🪮
梳理	🪮
检查	🛂
棒棒糖	🍭
棒球	⚾
棒球帽	🧢
棕	🤎 🟤 🟫
棕心	🤎
棕榈	🌴 🥥
棕榈树	🌴
棕色	🟫 👞 🍄‍🟫 🤎
棕色圆	🟤
棕色方块	🟫
棕色爱心	🤎
森林	🫈
森林之王	🐯
棺材	⚰
椅子	🪑 💺
椅背	🪑
植物	🪴 🌺 🪻 🌵 🏵 🍄‍🟫
椒盐卷饼	🥨
椰子	🥥
模仿	🦜
横向的红绿灯	🚥
横条	―
横档	🪜
横笛	🪈
横线	‐ – — ― ➖
樱桃	🍒
樱花	🌸
橄榄	🫒
橄榄球	🏈 🏉
橘子	🍊
橘属	🍋‍🟩
橘心	🧡
橘皮书	📙
橘色	🧡 📙
橘色方块	🔶 🔸
橘色的心	🧡
橘黄色	🔶 🔸
橙	🧡 🟠 🟧
橙心	🧡
橙色	🟧 📙
橙色书本	📙
橙色圆	🟠
橙色大菱形	🔶
橙色小菱形	🔸
橙色方块	🟧 🔶
橡皮	✏
橡皮擦	✏
檀岛警騎	🚓
欧元	💶 € 🪙
欧元区	€
欧元符号	€
欧洲	🏰 🌍 🏤 €
欧洲城堡	🏰
欧洲邮局	🏤
欧洲野人	🫈
欧洲野牛	🦬
歌手	🧑‍🎤 👨‍🎤 👩‍🎤
歌记号	〽
正三角	🔺
正中靶心的飞镖	🎯
正义	👨‍⚖ 👩‍⚖ ♎ ⚖
正南	⬇
正式	🎩 👔 🤵
正教会十字	☦
正方形	🟥 🟦 🟨 🟩 🟪 ⬛ ⬜ ⏹ 🟧 🟫
正极	🔋
正确	✔
正装	🕴
正负	± 🧲
正面朝向的小鸡	🐥
此处	🈁
武器	🛡 🔪 🗡 🔫 🪃 ⚔
武术	🥋
武警	👮 👮‍♀
死亡	⚱ ⚰ 💀 ☠ 🪦
残月	🌘 🌜 🌙
残疾	♿ 🩼
残障	♿
段落	¶ §
段落标记	¶
段落符号	¶
母乳喂养	🤱
母亲	👩‍🍼
母婴室	🚼
母牛	🐮
母畜	🦫
母羊	🐑
毒牙	🧛
毒蕈	🍄
比丘尼	🧘‍♀
比例	∷
比基尼	👙
比心	🫶 🫰
比特币	₿
比率	∶
比索	₱
比萨	🍕
比萨饼	🍕
比赛	🐎 🥌 🏃‍♀ 🏓 🏃‍♀‍➡
毕业	🎓 👨‍🎓 🧑‍🎓 👩‍🎓
毕业帽	🎓
毕业生	🧑‍🎓
毛埃	🗿
毛怪	🫈
毛毛虫	🐛
毛笔	🖌
毛线	🧶
毛线球	🧶
毛绒玩具	🧸
毛茸茸	🐩 🐑
毛虫	🐛
毛豆	🫛
民间传说	🧜
气候变化	🪸
气味	👃
气旋	🌀
气泡	🫧 💬 💭
气泡对话框	💬
气温	🌡
气炸了	😤
气球	🎈 💬
氧起眉毛的脸	🤨
