lemma	form	pos_code	form_note	frequency_level	source
Arabic	Arabic's	np	noun: possessive	40	ESDB
Arabist	Arabist's	np	noun: possessive	60	ESDB
Araby	Araby's	np	noun: possessive	50	ESDB
Araceli	Araceli's	np	noun: possessive	50	ESDB
Arafat	Arafat's	np	noun: possessive	50	ESDB
Aragon	Aragon's	np	noun: possessive	60	ESDB
Araguaya	Araguaya's	np	noun: possessive	50	ESDB
Aral	Aral's	np	noun: possessive	50	ESDB
Aramaic	Aramaic's	np	noun: possessive	50	ESDB
Aramco	Aramco's	np	noun: possessive	50	ESDB
Arapaho	Arapaho's	np	noun: possessive	50	ESDB
Ararat	Ararat's	np	noun: possessive	50	ESDB
Araucanian	Araucanian's	np	noun: possessive	50	ESDB
Arawak	Arawak's	np	noun: possessive	50	ESDB
Arawakan	Arawakan's	np	noun: possessive	50	ESDB
Arbitron	Arbitron's	np	noun: possessive	50	ESDB
Arcadia	Arcadia's	np	noun: possessive	50	ESDB
Arcadian	Arcadian's	np	noun: possessive	50	ESDB
Archean	Archean's	np	noun: possessive	50	ESDB
Archibald	Archibald's	np	noun: possessive	50	ESDB
Archie	Archie's	np	noun: possessive	50	ESDB
Archimedes	Archimedes's	np	noun: possessive	50	ESDB
Arctic	Arctic's	np	noun: possessive	40	ESDB
Arcturus	Arcturus's	np	noun: possessive	50	ESDB
Arden	Arden's	np	noun: possessive	50	ESDB
Arduino	Arduino's	np	noun: possessive	50	ESDB
Arecibo	Arecibo's	np	noun: possessive	60	ESDB
Arequipa	Arequipa's	np	noun: possessive	50	ESDB
Ares	Ares's	np	noun: possessive	50	ESDB
Argentina	Argentina's	np	noun: possessive	50	ESDB
Argentine	Argentine's	np	noun: possessive	50	ESDB
Argentinian	Argentinian's	np	noun: possessive	50	ESDB
Argentinian	Argentinians	ns	noun: plural	50	ESDB
Argo	Argo's	np	noun: possessive	50	ESDB
Argonaut	Argonaut's	np	noun: possessive	50	ESDB
Argonne	Argonne's	np	noun: possessive	50	ESDB
Argos	Argos's	np	noun: possessive	50	ESDB
Argus	Argus's	np	noun: possessive	50	ESDB
Ariadne	Ariadne's	np	noun: possessive	50	ESDB
Arianism	Arianism's	np	noun: possessive	50	ESDB
Ariel	Ariel's	np	noun: possessive	50	ESDB
Aries	Aries's	np	noun: possessive	40	ESDB
Ariosto	Ariosto's	np	noun: possessive	50	ESDB
Aristarchus	Aristarchus's	np	noun: possessive	50	ESDB
Aristides	Aristides's	np	noun: possessive	50	ESDB
Aristophanes	Aristophanes's	np	noun: possessive	50	ESDB
Aristotelian	Aristotelian's	np	noun: possessive	50	ESDB
Aristotle	Aristotle's	np	noun: possessive	50	ESDB
Arius	Arius's	np	noun: possessive	50	ESDB
Arizona	Arizona's	np	noun: possessive	50	ESDB
Arizonan	Arizonan's	np	noun: possessive	60	ESDB
Arizonan	Arizonans	ns	noun: plural	60	ESDB
Arizonian	Arizonian's	np	noun: possessive	60	ESDB
Arjuna	Arjuna's	np	noun: possessive	50	ESDB
Ark	Ark's	np	noun: possessive	60	ESDB
Arkansan	Arkansan's	np	noun: possessive	50	ESDB
Arkansan	Arkansans	ns	noun: plural	60	ESDB
Arkansas	Arkansas's	np	noun: possessive	50	ESDB
Arkhangelsk	Arkhangelsk's	np	noun: possessive	50	ESDB
Arkwright	Arkwright's	np	noun: possessive	50	ESDB
Arlene	Arlene's	np	noun: possessive	50	ESDB
Arline	Arline's	np	noun: possessive	50	ESDB
Arlington	Arlington's	np	noun: possessive	50	ESDB
Armageddon	Armageddon's	np	noun: possessive	50	ESDB
Armagnac	Armagnac's	np	noun: possessive	50	ESDB
Armand	Armand's	np	noun: possessive	50	ESDB
Armando	Armando's	np	noun: possessive	50	ESDB
Armani	Armani's	np	noun: possessive	50	ESDB
Armenia	Armenia's	np	noun: possessive	50	ESDB
Armenian	Armenian's	np	noun: possessive	50	ESDB
Armenian	Armenians	ns	noun: plural	50	ESDB
Arminius	Arminius's	np	noun: possessive	50	ESDB
Armonk	Armonk's	np	noun: possessive	50	ESDB
Armour	Armour's	np	noun: possessive	50	ESDB
Armstrong	Armstrong's	np	noun: possessive	50	ESDB
Arneb	Arneb's	np	noun: possessive	50	ESDB
Arnhem	Arnhem's	np	noun: possessive	50	ESDB
Arno	Arno's	np	noun: possessive	50	ESDB
Arnold	Arnold's	np	noun: possessive	50	ESDB
Arnulfo	Arnulfo's	np	noun: possessive	50	ESDB
Aron	Aron's	np	noun: possessive	50	ESDB
Arrhenius	Arrhenius's	np	noun: possessive	50	ESDB
Arron	Arron's	np	noun: possessive	50	ESDB
Art	Art's	np	noun: possessive	50	ESDB
Artaxerxes	Artaxerxes's	np	noun: possessive	50	ESDB
Artemis	Artemis's	np	noun: possessive	50	ESDB
Arthur	Arthur's	np	noun: possessive	50	ESDB
Artie	Artie's	np	noun: possessive	50	ESDB
Arturo	Arturo's	np	noun: possessive	50	ESDB
Aruba	Aruba's	np	noun: possessive	50	ESDB
Aryan	Aryan's	np	noun: possessive	50	ESDB
Aryan	Aryans	ns	noun: plural	50	ESDB
Asama	Asama's	np	noun: possessive	50	ESDB
Ascella	Ascella's	np	noun: possessive	50	ESDB
Asgard	Asgard's	np	noun: possessive	50	ESDB
Ashanti	Ashanti's	np	noun: possessive	50	ESDB
Ashcroft	Ashcroft's	np	noun: possessive	50	ESDB
Ashe	Ashe's	np	noun: possessive	50	ESDB
Asheville	Asheville's	np	noun: possessive	60	ESDB
Ashikaga	Ashikaga's	np	noun: possessive	50	ESDB
Ashkenazi	Ashkenazi's	np	noun: possessive	60	ESDB
Ashkenazi	Ashkenazim	ns	noun: plural	60	ESDB
Ashkenazi	Ashkenazim's	nsp	noun: plural possessive	60	ESDB
Ashkenazim	Ashkenazim's	np	noun: possessive	50	ESDB
Ashkhabad	Ashkhabad's	np	noun: possessive	50	ESDB
Ashlee	Ashlee's	np	noun: possessive	50	ESDB
Ashley	Ashley's	np	noun: possessive	50	ESDB
Ashmolean	Ashmolean's	np	noun: possessive	50	ESDB
Ashurbanipal	Ashurbanipal's	np	noun: possessive	50	ESDB
Asia	Asia's	np	noun: possessive	40	ESDB
Asian	Asian's	np	noun: possessive	35	ESDB
Asian	Asians	ns	noun: plural	35	ESDB
Asiatic	Asiatic's	np	noun: possessive	50	ESDB
Asimov	Asimov's	np	noun: possessive	50	ESDB
Asmara	Asmara's	np	noun: possessive	50	ESDB
Asoka	Asoka's	np	noun: possessive	50	ESDB
Aspell	Aspell's	np	noun: possessive	50	ESDB
Aspen	Aspen's	np	noun: possessive	50	ESDB
Asperger	Asperger's	np	noun: possessive	50	ESDB
Aspidiske	Aspidiske's	np	noun: possessive	50	ESDB
Asquith	Asquith's	np	noun: possessive	50	ESDB
Assad	Assad's	np	noun: possessive	50	ESDB
Assam	Assam's	np	noun: possessive	50	ESDB
Assamese	Assamese's	np	noun: possessive	50	ESDB
Assisi	Assisi's	np	noun: possessive	50	ESDB
Assyria	Assyria's	np	noun: possessive	50	ESDB
Assyrian	Assyrian's	np	noun: possessive	50	ESDB
Astaire	Astaire's	np	noun: possessive	50	ESDB
Astana	Astana's	np	noun: possessive	50	ESDB
Astarte	Astarte's	np	noun: possessive	50	ESDB
Aston	Aston's	np	noun: possessive	50	ESDB
Astor	Astor's	np	noun: possessive	50	ESDB
Astoria	Astoria's	np	noun: possessive	50	ESDB
AstraZeneca	AstraZeneca's	np	noun: possessive	60	ESDB
Astrakhan	Astrakhan's	np	noun: possessive	50	ESDB
AstroTurf	AstroTurf's	np	noun: possessive	40	ESDB
Asturias	Asturias's	np	noun: possessive	50	ESDB
Asunción	Asunción's	np	noun: possessive	50	ESDB
Aswan	Aswan's	np	noun: possessive	50	ESDB
Atacama	Atacama's	np	noun: possessive	50	ESDB
Atahualpa	Atahualpa's	np	noun: possessive	50	ESDB
Atalanta	Atalanta's	np	noun: possessive	50	ESDB
Atari	Atari's	np	noun: possessive	50	ESDB
Atascadero	Atascadero's	np	noun: possessive	60	ESDB
Atatürk	Atatürk's	np	noun: possessive	50	ESDB
Athabasca	Athabasca's	np	noun: possessive	50	ESDB
Athabaskan	Athabaskan's	np	noun: possessive	60	ESDB
Athanasius	Athanasius's	np	noun: possessive	60	ESDB
Athena	Athena's	np	noun: possessive	50	ESDB
Athene	Athene's	np	noun: possessive	60	ESDB
Athenian	Athenian's	np	noun: possessive	50	ESDB
Athens	Athens's	np	noun: possessive	50	ESDB
Atkins	Atkins's	np	noun: possessive	50	ESDB
Atkinson	Atkinson's	np	noun: possessive	50	ESDB
Atlanta	Atlanta's	np	noun: possessive	50	ESDB
Atlantic	Atlantic's	np	noun: possessive	40	ESDB
Atlantis	Atlantis's	np	noun: possessive	50	ESDB
Atlas	Atlas's	np	noun: possessive	50	ESDB
Atman	Atman's	np	noun: possessive	50	ESDB
Atreus	Atreus's	np	noun: possessive	50	ESDB
Atria	Atria's	np	noun: possessive	50	ESDB
Atropos	Atropos's	np	noun: possessive	50	ESDB
Attic	Attic's	np	noun: possessive	50	ESDB
Attica	Attica's	np	noun: possessive	50	ESDB
Attila	Attila's	np	noun: possessive	50	ESDB
Attlee	Attlee's	np	noun: possessive	50	ESDB
Attucks	Attucks's	np	noun: possessive	50	ESDB
Atwood	Atwood's	np	noun: possessive	50	ESDB
Aubrey	Aubrey's	np	noun: possessive	50	ESDB
Auburn	Auburn's	np	noun: possessive	60	ESDB
Auckland	Auckland's	np	noun: possessive	50	ESDB
Auden	Auden's	np	noun: possessive	50	ESDB
Audi	Audi's	np	noun: possessive	50	ESDB
Audion	Audion's	np	noun: possessive	50	ESDB
Audra	Audra's	np	noun: possessive	50	ESDB
Audrey	Audrey's	np	noun: possessive	50	ESDB
Audubon	Audubon's	np	noun: possessive	50	ESDB
Aug	Aug's	np	noun: possessive	50	ESDB
Augsburg	Augsburg's	np	noun: possessive	50	ESDB
August	August's	np	noun: possessive	35	ESDB
August	Augusts	ns	noun: plural	35	ESDB
Augusta	Augusta's	np	noun: possessive	50	ESDB
Augustine	Augustine's	np	noun: possessive	50	ESDB
Augustinian	Augustinian's	np	noun: possessive	60	ESDB
Augustus	Augustus's	np	noun: possessive	50	ESDB
Aurangzeb	Aurangzeb's	np	noun: possessive	50	ESDB
Aurelia	Aurelia's	np	noun: possessive	50	ESDB
Aurelio	Aurelio's	np	noun: possessive	50	ESDB
Aurelius	Aurelius's	np	noun: possessive	50	ESDB
Aureomycin	Aureomycin's	np	noun: possessive	50	ESDB
Auriga	Auriga's	np	noun: possessive	50	ESDB
Aurora	Aurora's	np	noun: possessive	50	ESDB
Auschwitz	Auschwitz's	np	noun: possessive	50	ESDB
Aussie	Aussie's	np	noun: possessive	50	ESDB
Aussie	Aussies	ns	noun: plural	50	ESDB
Austen	Austen's	np	noun: possessive	50	ESDB
Austerlitz	Austerlitz's	np	noun: possessive	50	ESDB
Austin	Austin's	np	noun: possessive	50	ESDB
Australasia	Australasia's	np	noun: possessive	50	ESDB
Australia	Australia's	np	noun: possessive	40	ESDB
Australian	Australian's	np	noun: possessive	40	ESDB
Australian	Australians	ns	noun: plural	40	ESDB
Australoid	Australoid's	np	noun: possessive	50	ESDB
Australopithecus	Australopithecus's	np	noun: possessive	50	ESDB
Austria	Austria's	np	noun: possessive	50	ESDB
Austrian	Austrian's	np	noun: possessive	50	ESDB
Austrian	Austrians	ns	noun: plural	50	ESDB
Austronesian	Austronesian's	np	noun: possessive	50	ESDB
Autumn	Autumn's	np	noun: possessive	50	ESDB
Av	Av's	np	noun: possessive	50	ESDB
Ava	Ava's	np	noun: possessive	50	ESDB
Avalon	Avalon's	np	noun: possessive	50	ESDB
Aventine	Aventine's	np	noun: possessive	50	ESDB
Avernus	Avernus's	np	noun: possessive	50	ESDB
Averroes	Averroes's	np	noun: possessive	50	ESDB
Avery	Avery's	np	noun: possessive	50	ESDB
Avesta	Avesta's	np	noun: possessive	50	ESDB
Avicenna	Avicenna's	np	noun: possessive	50	ESDB
Avignon	Avignon's	np	noun: possessive	50	ESDB
Avila	Avila's	np	noun: possessive	50	ESDB
Avior	Avior's	np	noun: possessive	50	ESDB
Avis	Avis's	np	noun: possessive	50	ESDB
Avogadro	Avogadro's	np	noun: possessive	50	ESDB
Avon	Avon's	np	noun: possessive	50	ESDB
Avondale	Avondale's	np	noun: possessive	60	ESDB
Axis	Axis's	np	noun: possessive	60	ESDB
Axum	Axum's	np	noun: possessive	50	ESDB
Ayala	Ayala's	np	noun: possessive	50	ESDB
Ayers	Ayers's	np	noun: possessive	50	ESDB
Aymara	Aymara's	np	noun: possessive	50	ESDB
Ayrshire	Ayrshire's	np	noun: possessive	50	ESDB
Ayurveda	Ayurveda's	np	noun: possessive	50	ESDB
Ayyubid	Ayyubid's	np	noun: possessive	50	ESDB
Azana	Azana's	np	noun: possessive	50	ESDB
Azania	Azania's	np	noun: possessive	50	ESDB
Azazel	Azazel's	np	noun: possessive	50	ESDB
Azerbaijan	Azerbaijan's	np	noun: possessive	50	ESDB
Azerbaijani	Azerbaijani's	np	noun: possessive	50	ESDB
Azerbaijani	Azerbaijanis	ns	noun: plural	60	ESDB
Azores	Azores's	np	noun: possessive	50	ESDB
Azov	Azov's	np	noun: possessive	50	ESDB
Aztec	Aztec's	np	noun: possessive	50	ESDB
Aztecan	Aztecan's	np	noun: possessive	50	ESDB
Aztlan	Aztlan's	np	noun: possessive	50	ESDB
B	B's	np	noun: possessive	35	ESDB
BA	BAs	ns	noun: plural	50	ESDB
BASIC	BASIC's	np	noun: possessive	50	ESDB
BBB	BBB's	np	noun: possessive	50	ESDB
BBC	BBC's	np	noun: possessive	50	ESDB
BLT	BLT's	np	noun: possessive	50	ESDB
BLT	BLTs	ns	noun: plural	50	ESDB
BM	BM's	np	noun: possessive	60	ESDB
BMW	BMW's	np	noun: possessive	50	ESDB
BP	BP's	np	noun: possessive	50	ESDB
BR	BR's	np	noun: possessive	60	ESDB
BSD	BSD's	np	noun: possessive	50	ESDB
BTU	BTU's	np	noun: possessive	60	ESDB
Ba	Ba's	np	noun: possessive	50	ESDB
Baal	Baal's	np	noun: possessive	50	ESDB
Baath	Baath's	np	noun: possessive	50	ESDB
Baathist	Baathist's	np	noun: possessive	50	ESDB
Babbage	Babbage's	np	noun: possessive	50	ESDB
Babbitt	Babbitt's	np	noun: possessive	50	ESDB
Babel	Babel's	np	noun: possessive	50	ESDB
Babylon	Babylon's	np	noun: possessive	50	ESDB
Babylonian	Babylonian's	np	noun: possessive	50	ESDB
Bacall	Bacall's	np	noun: possessive	50	ESDB
Bacardi	Bacardi's	np	noun: possessive	50	ESDB
Bacchanalia	Bacchanalia's	np	noun: possessive	50	ESDB
Bacchus	Bacchus's	np	noun: possessive	50	ESDB
Bach	Bach's	np	noun: possessive	50	ESDB
Backus	Backus's	np	noun: possessive	50	ESDB
Bacon	Bacon's	np	noun: possessive	50	ESDB
Bactria	Bactria's	np	noun: possessive	50	ESDB
Baden	Baden's	np	noun: possessive	50	ESDB
Badlands	Badlands's	np	noun: possessive	50	ESDB
Baedeker	Baedeker's	np	noun: possessive	50	ESDB
Baeria	Baeria's	np	noun: possessive	50	ESDB
Baeyer	Baeyer's	np	noun: possessive	50	ESDB
Baez	Baez's	np	noun: possessive	50	ESDB
Baffin	Baffin's	np	noun: possessive	50	ESDB
Baggies	Baggies's	np	noun: possessive	50	ESDB
Baghdad	Baghdad's	np	noun: possessive	50	ESDB
Baguio	Baguio's	np	noun: possessive	50	ESDB
Baha'i	Baha'i's	np	noun: possessive	50	ESDB
Baha'ullah	Baha'ullah's	np	noun: possessive	50	ESDB
Bahama	Bahama's	np	noun: possessive	50	ESDB
Bahamas	Bahamas's	np	noun: possessive	50	ESDB
Bahamian	Bahamian's	np	noun: possessive	60	ESDB
Bahamian	Bahamians	ns	noun: plural	60	ESDB
Bahia	Bahia's	np	noun: possessive	50	ESDB
Bahrain	Bahrain's	np	noun: possessive	50	ESDB
Baidu	Baidu's	np	noun: possessive	50	ESDB
Baikal	Baikal's	np	noun: possessive	50	ESDB
Bailey	Bailey's	np	noun: possessive	50	ESDB
Baird	Baird's	np	noun: possessive	50	ESDB
Bakelite	Bakelite's	np	noun: possessive	50	ESDB
Baker	Baker's	np	noun: possessive	50	ESDB
Bakersfield	Bakersfield's	np	noun: possessive	50	ESDB
Baku	Baku's	np	noun: possessive	50	ESDB
Bakunin	Bakunin's	np	noun: possessive	50	ESDB
Balanchine	Balanchine's	np	noun: possessive	50	ESDB
Balaton	Balaton's	np	noun: possessive	50	ESDB
Balboa	Balboa's	np	noun: possessive	50	ESDB
Balder	Balder's	np	noun: possessive	50	ESDB
Baldwin	Baldwin's	np	noun: possessive	50	ESDB
Balearic	Balearic's	np	noun: possessive	50	ESDB
Balfour	Balfour's	np	noun: possessive	50	ESDB
Bali	Bali's	np	noun: possessive	50	ESDB
Balinese	Balinese's	np	noun: possessive	50	ESDB
Balkan	Balkan's	np	noun: possessive	50	ESDB
Balkans	Balkans's	np	noun: possessive	50	ESDB
Balkhash	Balkhash's	np	noun: possessive	50	ESDB
Ball	Ball's	np	noun: possessive	50	ESDB
Ballard	Ballard's	np	noun: possessive	50	ESDB
Balthazar	Balthazar's	np	noun: possessive	50	ESDB
Baltic	Baltic's	np	noun: possessive	50	ESDB
Baltimore	Baltimore's	np	noun: possessive	50	ESDB
Baluchistan	Baluchistan's	np	noun: possessive	50	ESDB
Balzac	Balzac's	np	noun: possessive	50	ESDB
Bamako	Bamako's	np	noun: possessive	50	ESDB
Bambi	Bambi's	np	noun: possessive	50	ESDB
Banach	Banach's	np	noun: possessive	50	ESDB
Bancroft	Bancroft's	np	noun: possessive	50	ESDB
Bandung	Bandung's	np	noun: possessive	50	ESDB
Bangalore	Bangalore's	np	noun: possessive	50	ESDB
Bangkok	Bangkok's	np	noun: possessive	50	ESDB
Bangladesh	Bangladesh's	np	noun: possessive	50	ESDB
Bangladeshi	Bangladeshi's	np	noun: possessive	50	ESDB
Bangladeshi	Bangladeshis	ns	noun: plural	50	ESDB
Bangor	Bangor's	np	noun: possessive	50	ESDB
Bangui	Bangui's	np	noun: possessive	50	ESDB
Banjarmasin	Banjarmasin's	np	noun: possessive	50	ESDB
Banjul	Banjul's	np	noun: possessive	50	ESDB
Banks	Banks's	np	noun: possessive	50	ESDB
Banneker	Banneker's	np	noun: possessive	50	ESDB
Bannister	Bannister's	np	noun: possessive	50	ESDB
Banting	Banting's	np	noun: possessive	50	ESDB
Bantu	Bantu's	np	noun: possessive	50	ESDB
Baotou	Baotou's	np	noun: possessive	50	ESDB
Baptist	Baptist's	np	noun: possessive	40	ESDB
Baptist	Baptists	ns	noun: plural	40	ESDB
Baptiste	Baptiste's	np	noun: possessive	50	ESDB
Barabbas	Barabbas's	np	noun: possessive	50	ESDB
Barack	Barack's	np	noun: possessive	50	ESDB
Barbadian	Barbadian's	np	noun: possessive	60	ESDB
Barbadian	Barbadians	ns	noun: plural	60	ESDB
Barbados	Barbados's	np	noun: possessive	50	ESDB
Barbara	Barbara's	np	noun: possessive	50	ESDB
Barbarella	Barbarella's	np	noun: possessive	50	ESDB
Barbarossa	Barbarossa's	np	noun: possessive	50	ESDB
Barbary	Barbary's	np	noun: possessive	50	ESDB
Barber	Barber's	np	noun: possessive	50	ESDB
Barbie	Barbie's	np	noun: possessive	50	ESDB
Barbour	Barbour's	np	noun: possessive	50	ESDB
Barbra	Barbra's	np	noun: possessive	50	ESDB
Barbuda	Barbuda's	np	noun: possessive	50	ESDB
Barcelona	Barcelona's	np	noun: possessive	50	ESDB
Barceloneta	Barceloneta's	np	noun: possessive	60	ESDB
Barclay	Barclay's	np	noun: possessive	50	ESDB
Barclays	Barclays's	np	noun: possessive	60	ESDB
Bardeen	Bardeen's	np	noun: possessive	50	ESDB
Barents	Barents's	np	noun: possessive	50	ESDB
Barker	Barker's	np	noun: possessive	50	ESDB
Barkley	Barkley's	np	noun: possessive	50	ESDB
Barlow	Barlow's	np	noun: possessive	50	ESDB
Barnabas	Barnabas's	np	noun: possessive	50	ESDB
Barnaby	Barnaby's	np	noun: possessive	50	ESDB
Barnard	Barnard's	np	noun: possessive	50	ESDB
Barnaul	Barnaul's	np	noun: possessive	50	ESDB
Barnes	Barnes's	np	noun: possessive	50	ESDB
Barnett	Barnett's	np	noun: possessive	50	ESDB
Barney	Barney's	np	noun: possessive	50	ESDB
Barnum	Barnum's	np	noun: possessive	50	ESDB
Baroda	Baroda's	np	noun: possessive	50	ESDB
Barquisimeto	Barquisimeto's	np	noun: possessive	50	ESDB
Barr	Barr's	np	noun: possessive	50	ESDB
Barranquilla	Barranquilla's	np	noun: possessive	50	ESDB
Barrera	Barrera's	np	noun: possessive	50	ESDB
Barrett	Barrett's	np	noun: possessive	50	ESDB
Barrie	Barrie's	np	noun: possessive	50	ESDB
Barron	Barron's	np	noun: possessive	50	ESDB
Barry	Barry's	np	noun: possessive	50	ESDB
Barrymore	Barrymore's	np	noun: possessive	50	ESDB
Bart	Bart's	np	noun: possessive	50	ESDB
Barth	Barth's	np	noun: possessive	50	ESDB
Bartholdi	Bartholdi's	np	noun: possessive	50	ESDB
Bartholomew	Bartholomew's	np	noun: possessive	50	ESDB
Bartlett	Bartlett's	np	noun: possessive	50	ESDB
Barton	Barton's	np	noun: possessive	50	ESDB
Bartók	Bartók's	np	noun: possessive	50	ESDB
Baruch	Baruch's	np	noun: possessive	50	ESDB
Baryshnikov	Baryshnikov's	np	noun: possessive	50	ESDB
Basel	Basel's	np	noun: possessive	50	ESDB
Basho	Basho's	np	noun: possessive	50	ESDB
Basie	Basie's	np	noun: possessive	50	ESDB
Basil	Basil's	np	noun: possessive	50	ESDB
Basque	Basque's	np	noun: possessive	50	ESDB
Basque	Basques	ns	noun: plural	50	ESDB
Basra	Basra's	np	noun: possessive	50	ESDB
Bass	Bass's	np	noun: possessive	50	ESDB
Basseterre	Basseterre's	np	noun: possessive	50	ESDB
Bastille	Bastille's	np	noun: possessive	50	ESDB
Bataan	Bataan's	np	noun: possessive	50	ESDB
Bates	Bates's	np	noun: possessive	50	ESDB
Bathsheba	Bathsheba's	np	noun: possessive	50	ESDB
Batista	Batista's	np	noun: possessive	50	ESDB
Batman	Batman's	np	noun: possessive	50	ESDB
Battle	Battle's	np	noun: possessive	50	ESDB
Batu	Batu's	np	noun: possessive	50	ESDB
Baudelaire	Baudelaire's	np	noun: possessive	50	ESDB
Baudouin	Baudouin's	np	noun: possessive	50	ESDB
Baudrillard	Baudrillard's	np	noun: possessive	60	ESDB
Bauer	Bauer's	np	noun: possessive	50	ESDB
Bauhaus	Bauhaus's	np	noun: possessive	50	ESDB
Baum	Baum's	np	noun: possessive	50	ESDB
Bavaria	Bavaria's	np	noun: possessive	50	ESDB
Bavarian	Bavarian's	np	noun: possessive	50	ESDB
Baxter	Baxter's	np	noun: possessive	50	ESDB
Bayer	Bayer's	np	noun: possessive	50	ESDB
Bayes	Bayes's	np	noun: possessive	50	ESDB
Bayeux	Bayeux's	np	noun: possessive	50	ESDB
Baylor	Baylor's	np	noun: possessive	50	ESDB
Bayonne	Bayonne's	np	noun: possessive	50	ESDB
Bayreuth	Bayreuth's	np	noun: possessive	50	ESDB
Baywatch	Baywatch's	np	noun: possessive	50	ESDB
Beach	Beach's	np	noun: possessive	50	ESDB
Beadle	Beadle's	np	noun: possessive	50	ESDB
Bean	Bean's	np	noun: possessive	50	ESDB
Beard	Beard's	np	noun: possessive	50	ESDB
Beardmore	Beardmore's	np	noun: possessive	50	ESDB
Beardsley	Beardsley's	np	noun: possessive	50	ESDB
Bearnaise	Bearnaise's	np	noun: possessive	50	ESDB
Beasley	Beasley's	np	noun: possessive	50	ESDB
Beatlemania	Beatlemania's	np	noun: possessive	50	ESDB
Beatles	Beatles's	np	noun: possessive	50	ESDB
Beatrice	Beatrice's	np	noun: possessive	50	ESDB
Beatrix	Beatrix's	np	noun: possessive	50	ESDB
Beatriz	Beatriz's	np	noun: possessive	50	ESDB
Beatty	Beatty's	np	noun: possessive	60	ESDB
Beau	Beau's	np	noun: possessive	50	ESDB
Beaufort	Beaufort's	np	noun: possessive	50	ESDB
Beaujolais	Beaujolais's	np	noun: possessive	50	ESDB
Beaumarchais	Beaumarchais's	np	noun: possessive	50	ESDB
Beaumont	Beaumont's	np	noun: possessive	50	ESDB
Beauregard	Beauregard's	np	noun: possessive	50	ESDB
Beauvoir	Beauvoir's	np	noun: possessive	50	ESDB
Bechtel	Bechtel's	np	noun: possessive	50	ESDB
Beck	Beck's	np	noun: possessive	50	ESDB
Becker	Becker's	np	noun: possessive	50	ESDB
Becket	Becket's	np	noun: possessive	50	ESDB
Beckett	Beckett's	np	noun: possessive	50	ESDB
Beckley	Beckley's	np	noun: possessive	60	ESDB
Becky	Becky's	np	noun: possessive	50	ESDB
Becquerel	Becquerel's	np	noun: possessive	50	ESDB
Bede	Bede's	np	noun: possessive	50	ESDB
Bedouin	Bedouin's	np	noun: possessive	50	ESDB
Bedouin	Bedouins	ns	noun: plural	50	ESDB
Beebe	Beebe's	np	noun: possessive	50	ESDB
Beecher	Beecher's	np	noun: possessive	50	ESDB
Beefaroni	Beefaroni's	np	noun: possessive	50	ESDB
Beelzebub	Beelzebub's	np	noun: possessive	50	ESDB
Beerbohm	Beerbohm's	np	noun: possessive	50	ESDB
Beethoven	Beethoven's	np	noun: possessive	50	ESDB
Beeton	Beeton's	np	noun: possessive	50	ESDB
Begin	Begin's	np	noun: possessive	50	ESDB
Behan	Behan's	np	noun: possessive	50	ESDB
Behring	Behring's	np	noun: possessive	50	ESDB
Beiderbecke	Beiderbecke's	np	noun: possessive	50	ESDB
Beijing	Beijing's	np	noun: possessive	50	ESDB
Beirut	Beirut's	np	noun: possessive	50	ESDB
Bekesy	Bekesy's	np	noun: possessive	50	ESDB
Bela	Bela's	np	noun: possessive	50	ESDB
Belarus	Belarus's	np	noun: possessive	50	ESDB
Belau	Belau's	np	noun: possessive	50	ESDB
Belem	Belem's	np	noun: possessive	50	ESDB
Belfast	Belfast's	np	noun: possessive	50	ESDB
Belgian	Belgian's	np	noun: possessive	50	ESDB
