lemma	form	pos_code	form_note	frequency_level	source
Monica	Monica's	np	noun: possessive	50	ESDB
Monique	Monique's	np	noun: possessive	50	ESDB
Monk	Monk's	np	noun: possessive	50	ESDB
Monmouth	Monmouth's	np	noun: possessive	50	ESDB
Monongahela	Monongahela's	np	noun: possessive	50	ESDB
Monroe	Monroe's	np	noun: possessive	50	ESDB
Monrovia	Monrovia's	np	noun: possessive	50	ESDB
Monsanto	Monsanto's	np	noun: possessive	50	ESDB
Monsieur	Monsieur's	np	noun: possessive	60	ESDB
Monsignor	Monsignor's	np	noun: possessive	60	ESDB
Montague	Montague's	np	noun: possessive	50	ESDB
Montaigne	Montaigne's	np	noun: possessive	50	ESDB
Montana	Montana's	np	noun: possessive	50	ESDB
Montanan	Montanan's	np	noun: possessive	50	ESDB
Montanan	Montanans	ns	noun: plural	60	ESDB
Montcalm	Montcalm's	np	noun: possessive	50	ESDB
Monte	Monte's	np	noun: possessive	50	ESDB
Montenegrin	Montenegrin's	np	noun: possessive	50	ESDB
Montenegro	Montenegro's	np	noun: possessive	50	ESDB
Monterey	Monterey's	np	noun: possessive	60	ESDB
Monterrey	Monterrey's	np	noun: possessive	50	ESDB
Montesquieu	Montesquieu's	np	noun: possessive	50	ESDB
Montessori	Montessori's	np	noun: possessive	50	ESDB
Monteverdi	Monteverdi's	np	noun: possessive	50	ESDB
Montevideo	Montevideo's	np	noun: possessive	50	ESDB
Montezuma	Montezuma's	np	noun: possessive	50	ESDB
Montgolfier	Montgolfier's	np	noun: possessive	50	ESDB
Montgomery	Montgomery's	np	noun: possessive	50	ESDB
Monticello	Monticello's	np	noun: possessive	50	ESDB
Montoya	Montoya's	np	noun: possessive	50	ESDB
Montpelier	Montpelier's	np	noun: possessive	50	ESDB
Montrachet	Montrachet's	np	noun: possessive	50	ESDB
Montreal	Montreal's	np	noun: possessive	50	ESDB
Montserrat	Montserrat's	np	noun: possessive	50	ESDB
Monty	Monty's	np	noun: possessive	50	ESDB
Moody	Moody's	np	noun: possessive	50	ESDB
Moog	Moog's	np	noun: possessive	50	ESDB
Moon	Moon's	np	noun: possessive	50	ESDB
Mooney	Mooney's	np	noun: possessive	50	ESDB
Moor	Moor's	np	noun: possessive	50	ESDB
Moor	Moors	ns	noun: plural	50	ESDB
Moore	Moore's	np	noun: possessive	50	ESDB
Moorish	Moorish's	np	noun: possessive	50	ESDB
Morales	Morales's	np	noun: possessive	50	ESDB
Moran	Moran's	np	noun: possessive	50	ESDB
Moravia	Moravia's	np	noun: possessive	50	ESDB
Mordred	Mordred's	np	noun: possessive	50	ESDB
More	More's	np	noun: possessive	50	ESDB
Moreno	Moreno's	np	noun: possessive	50	ESDB
Morgan	Morgan's	np	noun: possessive	50	ESDB
Morgantown	Morgantown's	np	noun: possessive	60	ESDB
Moriarty	Moriarty's	np	noun: possessive	50	ESDB
Morin	Morin's	np	noun: possessive	50	ESDB
Morison	Morison's	np	noun: possessive	50	ESDB
Morita	Morita's	np	noun: possessive	50	ESDB
Morley	Morley's	np	noun: possessive	50	ESDB
Mormon	Mormon's	np	noun: possessive	40	ESDB
Mormon	Mormons	ns	noun: plural	40	ESDB
Mormonism	Mormonism's	np	noun: possessive	50	ESDB
Moro	Moro's	np	noun: possessive	50	ESDB
Moroccan	Moroccan's	np	noun: possessive	50	ESDB
Moroccan	Moroccans	ns	noun: plural	50	ESDB
Morocco	Morocco's	np	noun: possessive	50	ESDB
Moroni	Moroni's	np	noun: possessive	50	ESDB
Morpheus	Morpheus's	np	noun: possessive	50	ESDB
Morphy	Morphy's	np	noun: possessive	50	ESDB
Morris	Morris's	np	noun: possessive	50	ESDB
Morrison	Morrison's	np	noun: possessive	50	ESDB
Morristown	Morristown's	np	noun: possessive	60	ESDB
Morrow	Morrow's	np	noun: possessive	50	ESDB
Morse	Morse's	np	noun: possessive	50	ESDB
Mort	Mort's	np	noun: possessive	50	ESDB
Mortimer	Mortimer's	np	noun: possessive	50	ESDB
Morton	Morton's	np	noun: possessive	50	ESDB
Mosaic	Mosaic's	np	noun: possessive	50	ESDB
Moscow	Moscow's	np	noun: possessive	50	ESDB
Moseley	Moseley's	np	noun: possessive	50	ESDB
Moselle	Moselle's	np	noun: possessive	50	ESDB
Moses	Moses's	np	noun: possessive	50	ESDB
Mosley	Mosley's	np	noun: possessive	50	ESDB
Moss	Moss's	np	noun: possessive	50	ESDB
Mosul	Mosul's	np	noun: possessive	50	ESDB
Motorola	Motorola's	np	noun: possessive	50	ESDB
Motown	Motown's	np	noun: possessive	50	ESDB
Motrin	Motrin's	np	noun: possessive	50	ESDB
Mott	Mott's	np	noun: possessive	50	ESDB
Moulton	Moulton's	np	noun: possessive	60	ESDB
Mountbatten	Mountbatten's	np	noun: possessive	50	ESDB
Mountie	Mountie's	np	noun: possessive	50	ESDB
Mountie	Mounties	ns	noun: plural	50	ESDB
Moussorgsky	Moussorgsky's	np	noun: possessive	50	ESDB
Mouthe	Mouthe's	np	noun: possessive	50	ESDB
Mouton	Mouton's	np	noun: possessive	50	ESDB
Mowgli	Mowgli's	np	noun: possessive	50	ESDB
Mozambican	Mozambican's	np	noun: possessive	60	ESDB
Mozambican	Mozambicans	ns	noun: plural	60	ESDB
Mozambique	Mozambique's	np	noun: possessive	50	ESDB
Mozart	Mozart's	np	noun: possessive	50	ESDB
Mozilla	Mozilla's	np	noun: possessive	50	ESDB
Muawiya	Muawiya's	np	noun: possessive	50	ESDB
Mubarak	Mubarak's	np	noun: possessive	50	ESDB
Mueller	Mueller's	np	noun: possessive	50	ESDB
Muenster	Muenster's	np	noun: possessive	50	ESDB
Mugabe	Mugabe's	np	noun: possessive	50	ESDB
Muhammad	Muhammad's	np	noun: possessive	40	ESDB
Muhammadan	Muhammadan's	np	noun: possessive	50	ESDB
Muir	Muir's	np	noun: possessive	50	ESDB
Mujib	Mujib's	np	noun: possessive	50	ESDB
Mulder	Mulder's	np	noun: possessive	50	ESDB
Mullen	Mullen's	np	noun: possessive	50	ESDB
Muller	Muller's	np	noun: possessive	50	ESDB
Mulligan	Mulligan's	np	noun: possessive	50	ESDB
Mullikan	Mullikan's	np	noun: possessive	50	ESDB
Mullins	Mullins's	np	noun: possessive	50	ESDB
Mulroney	Mulroney's	np	noun: possessive	50	ESDB
Multan	Multan's	np	noun: possessive	50	ESDB
Mumbai	Mumbai's	np	noun: possessive	50	ESDB
Mumford	Mumford's	np	noun: possessive	50	ESDB
Munch	Munch's	np	noun: possessive	50	ESDB
Muncie	Muncie's	np	noun: possessive	60	ESDB
Munich	Munich's	np	noun: possessive	50	ESDB
Munoz	Munoz's	np	noun: possessive	50	ESDB
Munro	Munro's	np	noun: possessive	50	ESDB
Munster	Munster's	np	noun: possessive	60	ESDB
Muppet	Muppet's	np	noun: possessive	50	ESDB
Murasaki	Murasaki's	np	noun: possessive	50	ESDB
Murat	Murat's	np	noun: possessive	50	ESDB
Murchison	Murchison's	np	noun: possessive	50	ESDB
Murdoch	Murdoch's	np	noun: possessive	50	ESDB
Murfreesboro	Murfreesboro's	np	noun: possessive	60	ESDB
Muriel	Muriel's	np	noun: possessive	50	ESDB
Murillo	Murillo's	np	noun: possessive	50	ESDB
Murine	Murine's	np	noun: possessive	50	ESDB
Murmansk	Murmansk's	np	noun: possessive	50	ESDB
Murphy	Murphy's	np	noun: possessive	50	ESDB
Murray	Murray's	np	noun: possessive	50	ESDB
Murrieta	Murrieta's	np	noun: possessive	60	ESDB
Murrow	Murrow's	np	noun: possessive	50	ESDB
Murrumbidgee	Murrumbidgee's	np	noun: possessive	50	ESDB
Muscat	Muscat's	np	noun: possessive	50	ESDB
Muscovite	Muscovite's	np	noun: possessive	50	ESDB
Muscovy	Muscovy's	np	noun: possessive	50	ESDB
Muse	Muse's	np	noun: possessive	50	ESDB
Muse	Muses	ns	noun: plural	50	ESDB
Musharraf	Musharraf's	np	noun: possessive	50	ESDB
Musial	Musial's	np	noun: possessive	50	ESDB
Muskegon	Muskegon's	np	noun: possessive	60	ESDB
Muskogee	Muskogee's	np	noun: possessive	50	ESDB
Muslim	Muslim's	np	noun: possessive	35	ESDB
Muslim	Muslims	ns	noun: plural	35	ESDB
Mussolini	Mussolini's	np	noun: possessive	50	ESDB
Mussorgsky	Mussorgsky's	np	noun: possessive	50	ESDB
Mutsuhito	Mutsuhito's	np	noun: possessive	50	ESDB
Muzak	Muzak's	np	noun: possessive	40	ESDB
MySQL	MySQL's	np	noun: possessive	50	ESDB
MySpace	MySpace's	np	noun: possessive	50	ESDB
Myanmar	Myanmar's	np	noun: possessive	50	ESDB
Mycenae	Mycenae's	np	noun: possessive	50	ESDB
Myers	Myers's	np	noun: possessive	50	ESDB
Mylar	Mylar's	np	noun: possessive	50	ESDB
Myles	Myles's	np	noun: possessive	50	ESDB
Myra	Myra's	np	noun: possessive	50	ESDB
Myrdal	Myrdal's	np	noun: possessive	50	ESDB
Myrna	Myrna's	np	noun: possessive	50	ESDB
Myron	Myron's	np	noun: possessive	50	ESDB
Myrtle	Myrtle's	np	noun: possessive	50	ESDB
Mysore	Mysore's	np	noun: possessive	50	ESDB
Myst	Myst's	np	noun: possessive	50	ESDB
Münchhausen	Münchhausen's	np	noun: possessive	50	ESDB
NAACP	NAACP's	np	noun: possessive	50	ESDB
NAFTA	NAFTA's	np	noun: possessive	50	ESDB
NASA	NASA's	np	noun: possessive	40	ESDB
NASCAR	NASCAR's	np	noun: possessive	50	ESDB
NASDAQ	NASDAQ's	np	noun: possessive	50	ESDB
NATO	NATO's	np	noun: possessive	40	ESDB
NBA	NBA's	np	noun: possessive	40	ESDB
NBC	NBC's	np	noun: possessive	50	ESDB
NC	NC's	np	noun: possessive	50	ESDB
NCAA	NCAA's	np	noun: possessive	50	ESDB
NCO	NCO's	np	noun: possessive	50	ESDB
NCO	NCOs	ns	noun: plural	50	ESDB
NFL	NFL's	np	noun: possessive	40	ESDB
NFT	NFT's	np	noun: possessive	60	ESDB
NFT	NFTs	ns	noun: plural	60	ESDB
NHL	NHL's	np	noun: possessive	40	ESDB
NIH	NIH's	np	noun: possessive	60	ESDB
NIMBY	NIMBY's	np	noun: possessive	60	ESDB
NLP	NLP's	np	noun: possessive	60	ESDB
NLRB	NLRB's	np	noun: possessive	60	ESDB
NORAD	NORAD's	np	noun: possessive	50	ESDB
NP	NP's	np	noun: possessive	60	ESDB
NPR	NPR's	np	noun: possessive	50	ESDB
NRA	NRA's	np	noun: possessive	60	ESDB
NRC	NRC's	np	noun: possessive	60	ESDB
NSA	NSA's	np	noun: possessive	50	ESDB
NSC	NSC's	np	noun: possessive	60	ESDB
NSF	NSF's	np	noun: possessive	60	ESDB
NT	NT's	np	noun: possessive	50	ESDB
NVIDIA	NVIDIA's	np	noun: possessive	50	ESDB
NYSE	NYSE's	np	noun: possessive	60	ESDB
Nabisco	Nabisco's	np	noun: possessive	50	ESDB
Nabokov	Nabokov's	np	noun: possessive	50	ESDB
Nader	Nader's	np	noun: possessive	50	ESDB
Nadia	Nadia's	np	noun: possessive	50	ESDB
Nadine	Nadine's	np	noun: possessive	50	ESDB
Nagasaki	Nagasaki's	np	noun: possessive	50	ESDB
Nagoya	Nagoya's	np	noun: possessive	50	ESDB
Nagpur	Nagpur's	np	noun: possessive	50	ESDB
Nagy	Nagy's	np	noun: possessive	50	ESDB
Nahuatl	Nahuatl's	np	noun: possessive	50	ESDB
Nahum	Nahum's	np	noun: possessive	50	ESDB
Naipaul	Naipaul's	np	noun: possessive	50	ESDB
Nair	Nair's	np	noun: possessive	50	ESDB
Nairobi	Nairobi's	np	noun: possessive	50	ESDB
Naismith	Naismith's	np	noun: possessive	50	ESDB
Nam	Nam's	np	noun: possessive	50	ESDB
Namath	Namath's	np	noun: possessive	50	ESDB
Namibia	Namibia's	np	noun: possessive	50	ESDB
Namibian	Namibian's	np	noun: possessive	50	ESDB
Namibian	Namibians	ns	noun: plural	50	ESDB
Nampa	Nampa's	np	noun: possessive	60	ESDB
Nan	Nan's	np	noun: possessive	50	ESDB
Nanak	Nanak's	np	noun: possessive	50	ESDB
Nanchang	Nanchang's	np	noun: possessive	50	ESDB
Nancy	Nancy's	np	noun: possessive	50	ESDB
Nanette	Nanette's	np	noun: possessive	50	ESDB
Nanjing	Nanjing's	np	noun: possessive	50	ESDB
Nannie	Nannie's	np	noun: possessive	50	ESDB
Nanook	Nanook's	np	noun: possessive	50	ESDB
Nansen	Nansen's	np	noun: possessive	50	ESDB
Nantes	Nantes's	np	noun: possessive	50	ESDB
Nantucket	Nantucket's	np	noun: possessive	50	ESDB
Naomi	Naomi's	np	noun: possessive	50	ESDB
Napa	Napa's	np	noun: possessive	60	ESDB
Naphtali	Naphtali's	np	noun: possessive	50	ESDB
Napier	Napier's	np	noun: possessive	50	ESDB
Naples	Naples's	np	noun: possessive	50	ESDB
Napoleon	Napoleon's	np	noun: possessive	50	ESDB
Napster	Napster's	np	noun: possessive	50	ESDB
Narcissus	Narcissus's	np	noun: possessive	50	ESDB
Narmada	Narmada's	np	noun: possessive	50	ESDB
Narnia	Narnia's	np	noun: possessive	50	ESDB
Narragansett	Narragansett's	np	noun: possessive	50	ESDB
Nash	Nash's	np	noun: possessive	50	ESDB
Nashua	Nashua's	np	noun: possessive	50	ESDB
Nashville	Nashville's	np	noun: possessive	50	ESDB
Nassau	Nassau's	np	noun: possessive	50	ESDB
Nasser	Nasser's	np	noun: possessive	50	ESDB
Nat	Nat's	np	noun: possessive	50	ESDB
Natalia	Natalia's	np	noun: possessive	50	ESDB
Natalie	Natalie's	np	noun: possessive	50	ESDB
Natasha	Natasha's	np	noun: possessive	50	ESDB
Natchez	Natchez's	np	noun: possessive	50	ESDB
Nate	Nate's	np	noun: possessive	50	ESDB
Nathan	Nathan's	np	noun: possessive	50	ESDB
Nathaniel	Nathaniel's	np	noun: possessive	50	ESDB
Nathans	Nathans's	np	noun: possessive	50	ESDB
Nation	Nation's	np	noun: possessive	50	ESDB
Nationwide	Nationwide's	np	noun: possessive	50	ESDB
Naugahyde	Naugahyde's	np	noun: possessive	50	ESDB
Nauru	Nauru's	np	noun: possessive	50	ESDB
Nautilus	Nautilus's	np	noun: possessive	50	ESDB
Navajo	Navajo's	np	noun: possessive	50	ESDB
Navarre	Navarre's	np	noun: possessive	50	ESDB
Navarro	Navarro's	np	noun: possessive	50	ESDB
Navratilova	Navratilova's	np	noun: possessive	50	ESDB
Navy	Navy's	np	noun: possessive	60	ESDB
Nazarene	Nazarene's	np	noun: possessive	50	ESDB
Nazareth	Nazareth's	np	noun: possessive	50	ESDB
Nazca	Nazca's	np	noun: possessive	50	ESDB
Nazi	Nazi's	np	noun: possessive	35	ESDB
Nazi	Nazis	ns	noun: plural	35	ESDB
Nazism	Nazism's	np	noun: possessive	50	ESDB
Ndjamena	Ndjamena's	np	noun: possessive	50	ESDB
Neal	Neal's	np	noun: possessive	50	ESDB
Neanderthal	Neanderthal's	np	noun: possessive	50	ESDB
Neanderthal	Neanderthals	ns	noun: plural	50	ESDB
Neapolitan	Neapolitan's	np	noun: possessive	50	ESDB
Nebraska	Nebraska's	np	noun: possessive	50	ESDB
Nebraskan	Nebraskan's	np	noun: possessive	50	ESDB
Nebraskan	Nebraskans	ns	noun: plural	50	ESDB
Nebuchadnezzar	Nebuchadnezzar's	np	noun: possessive	50	ESDB
Ned	Ned's	np	noun: possessive	50	ESDB
Nefertiti	Nefertiti's	np	noun: possessive	50	ESDB
Negev	Negev's	np	noun: possessive	50	ESDB
Negress	Negresses	ns	noun: plural	60	ESDB
Negritude	Negritude's	np	noun: possessive	60	ESDB
Negro	Negro's	np	noun: possessive	35	ESDB
Negro	Negroes	ns	noun: plural	35	ESDB
Negroid	Negroid's	np	noun: possessive	50	ESDB
Negros	Negros's	np	noun: possessive	50	ESDB
Nehemiah	Nehemiah's	np	noun: possessive	50	ESDB
Nehru	Nehru's	np	noun: possessive	50	ESDB
Neil	Neil's	np	noun: possessive	50	ESDB
Nelda	Nelda's	np	noun: possessive	50	ESDB
Nell	Nell's	np	noun: possessive	50	ESDB
Nellie	Nellie's	np	noun: possessive	50	ESDB
Nelly	Nelly's	np	noun: possessive	50	ESDB
Nelsen	Nelsen's	np	noun: possessive	50	ESDB
Nelson	Nelson's	np	noun: possessive	50	ESDB
Nembutal	Nembutal's	np	noun: possessive	50	ESDB
Nemesis	Nemesis's	np	noun: possessive	50	ESDB
Neo	Neo's	np	noun: possessive	50	ESDB
Neogene	Neogene's	np	noun: possessive	50	ESDB
Nepal	Nepal's	np	noun: possessive	50	ESDB
Nepalese	Nepalese's	np	noun: possessive	60	ESDB
Nepali	Nepali's	np	noun: possessive	50	ESDB
Nepali	Nepalis	ns	noun: plural	60	ESDB
Neptune	Neptune's	np	noun: possessive	40	ESDB
Nereid	Nereid's	np	noun: possessive	50	ESDB
Nerf	Nerf's	np	noun: possessive	50	ESDB
Nero	Nero's	np	noun: possessive	50	ESDB
Neruda	Neruda's	np	noun: possessive	50	ESDB
Nescafe	Nescafe's	np	noun: possessive	50	ESDB
Nesselrode	Nesselrode's	np	noun: possessive	50	ESDB
Nestle	Nestle's	np	noun: possessive	50	ESDB
Nestor	Nestor's	np	noun: possessive	50	ESDB
Nestorius	Nestorius's	np	noun: possessive	50	ESDB
Netflix	Netflix's	np	noun: possessive	50	ESDB
Netherlander	Netherlander's	np	noun: possessive	60	ESDB
Netherlander	Netherlanders	ns	noun: plural	60	ESDB
Netherlands	Netherlands's	np	noun: possessive	50	ESDB
Netscape	Netscape's	np	noun: possessive	50	ESDB
Nettie	Nettie's	np	noun: possessive	50	ESDB
Netzahualcoyotl	Netzahualcoyotl's	np	noun: possessive	50	ESDB
Neva	Neva's	np	noun: possessive	50	ESDB
Nevada	Nevada's	np	noun: possessive	50	ESDB
Nevadan	Nevadan's	np	noun: possessive	50	ESDB
Nevadan	Nevadans	ns	noun: plural	50	ESDB
Nevis	Nevis's	np	noun: possessive	50	ESDB
Nevsky	Nevsky's	np	noun: possessive	50	ESDB
Newark	Newark's	np	noun: possessive	50	ESDB
Newburgh	Newburgh's	np	noun: possessive	60	ESDB
Newcastle	Newcastle's	np	noun: possessive	50	ESDB
Newfoundland	Newfoundland's	np	noun: possessive	50	ESDB
Newfoundlander	Newfoundlanders	ns	noun: plural	60	ESDB
Newman	Newman's	np	noun: possessive	50	ESDB
Newport	Newport's	np	noun: possessive	50	ESDB
Newsweek	Newsweek's	np	noun: possessive	50	ESDB
Newton	Newton's	np	noun: possessive	50	ESDB
Newtonian	Newtonian's	np	noun: possessive	50	ESDB
Nexis	Nexis's	np	noun: possessive	50	ESDB
Ngaliema	Ngaliema's	np	noun: possessive	50	ESDB
Nguyen	Nguyen's	np	noun: possessive	50	ESDB
Niagara	Niagara's	np	noun: possessive	50	ESDB
Niamey	Niamey's	np	noun: possessive	50	ESDB
Nibelung	Nibelung's	np	noun: possessive	50	ESDB
Nicaea	Nicaea's	np	noun: possessive	50	ESDB
Nicaragua	Nicaragua's	np	noun: possessive	50	ESDB
Nicaraguan	Nicaraguan's	np	noun: possessive	50	ESDB
Nicaraguan	Nicaraguans	ns	noun: plural	50	ESDB
Niccolo	Niccolo's	np	noun: possessive	50	ESDB
Nice	Nice's	np	noun: possessive	50	ESDB
Nichiren	Nichiren's	np	noun: possessive	50	ESDB
Nicholas	Nicholas's	np	noun: possessive	50	ESDB
Nichole	Nichole's	np	noun: possessive	50	ESDB
Nichols	Nichols's	np	noun: possessive	50	ESDB
Nicholson	Nicholson's	np	noun: possessive	50	ESDB
Nick	Nick's	np	noun: possessive	50	ESDB
Nickelodeon	Nickelodeon's	np	noun: possessive	50	ESDB
Nicklaus	Nicklaus's	np	noun: possessive	50	ESDB
Nickolas	Nickolas's	np	noun: possessive	50	ESDB
Nicobar	Nicobar's	np	noun: possessive	50	ESDB
Nicodemus	Nicodemus's	np	noun: possessive	50	ESDB
Nicola	Nicola's	np	noun: possessive	50	ESDB
Nicolas	Nicolas's	np	noun: possessive	50	ESDB
Nicole	Nicole's	np	noun: possessive	50	ESDB
Nicosia	Nicosia's	np	noun: possessive	50	ESDB
Niebuhr	Niebuhr's	np	noun: possessive	50	ESDB
Nielsen	Nielsen's	np	noun: possessive	50	ESDB
Nietzsche	Nietzsche's	np	noun: possessive	50	ESDB
Nieves	Nieves's	np	noun: possessive	50	ESDB
Nigel	Nigel's	np	noun: possessive	50	ESDB
Niger	Niger's	np	noun: possessive	50	ESDB
Nigeria	Nigeria's	np	noun: possessive	50	ESDB
Nigerian	Nigerian's	np	noun: possessive	50	ESDB
Nigerian	Nigerians	ns	noun: plural	50	ESDB
Nigerien	Nigerien's	np	noun: possessive	60	ESDB
Nigerien	Nigeriens	ns	noun: plural	60	ESDB
Nightingale	Nightingale's	np	noun: possessive	50	ESDB
Nijinsky	Nijinsky's	np	noun: possessive	50	ESDB
Nike	Nike's	np	noun: possessive	50	ESDB
Nikita	Nikita's	np	noun: possessive	50	ESDB
Nikkei	Nikkei's	np	noun: possessive	50	ESDB
Nikki	Nikki's	np	noun: possessive	50	ESDB
Nikolai	Nikolai's	np	noun: possessive	50	ESDB
Nikon	Nikon's	np	noun: possessive	50	ESDB
Nile	Nile's	np	noun: possessive	50	ESDB
Nimitz	Nimitz's	np	noun: possessive	50	ESDB
Nimrod	Nimrod's	np	noun: possessive	50	ESDB
Nina	Nina's	np	noun: possessive	50	ESDB
Nineveh	Nineveh's	np	noun: possessive	50	ESDB
Nintendo	Nintendo's	np	noun: possessive	50	ESDB
Niobe	Niobe's	np	noun: possessive	50	ESDB
Nippon	Nippon's	np	noun: possessive	50	ESDB
Nipponese	Nipponese's	np	noun: possessive	60	ESDB
Nirenberg	Nirenberg's	np	noun: possessive	50	ESDB
Nirvana	Nirvana's	np	noun: possessive	50	ESDB
Nisan	Nisan's	np	noun: possessive	50	ESDB
Nisei	Nisei's	np	noun: possessive	50	ESDB
Nissan	Nissan's	np	noun: possessive	50	ESDB
Nita	Nita's	np	noun: possessive	50	ESDB
Nivea	Nivea's	np	noun: possessive	50	ESDB
Nixon	Nixon's	np	noun: possessive	50	ESDB
Nkrumah	Nkrumah's	np	noun: possessive	50	ESDB
NoDoz	NoDoz's	np	noun: possessive	50	ESDB
Noah	Noah's	np	noun: possessive	50	ESDB
Nobel	Nobel's	np	noun: possessive	50	ESDB
Nobelist	Nobelist's	np	noun: possessive	60	ESDB
Noble	Noble's	np	noun: possessive	50	ESDB
Noe	Noe's	np	noun: possessive	50	ESDB
Noel	Noel's	np	noun: possessive	50	ESDB
Noelle	Noelle's	np	noun: possessive	50	ESDB
Noemi	Noemi's	np	noun: possessive	50	ESDB
Nokia	Nokia's	np	noun: possessive	50	ESDB
Nola	Nola's	np	noun: possessive	50	ESDB
Nolan	Nolan's	np	noun: possessive	50	ESDB
Nome	Nome's	np	noun: possessive	50	ESDB
Nona	Nona's	np	noun: possessive	50	ESDB
Nootka	Nootka's	np	noun: possessive	50	ESDB
Nora	Nora's	np	noun: possessive	50	ESDB
Norbert	Norbert's	np	noun: possessive	50	ESDB
Norberto	Norberto's	np	noun: possessive	50	ESDB
Nordic	Nordic's	np	noun: possessive	50	ESDB
Noreen	Noreen's	np	noun: possessive	50	ESDB
Norfolk	Norfolk's	np	noun: possessive	50	ESDB
Noriega	Noriega's	np	noun: possessive	50	ESDB
Norma	Norma's	np	noun: possessive	50	ESDB
Normal	Normal's	np	noun: possessive	60	ESDB
Norman	Norman's	np	noun: possessive	50	ESDB
Normand	Normand's	np	noun: possessive	50	ESDB
Normandy	Normandy's	np	noun: possessive	50	ESDB
Norplant	Norplant's	np	noun: possessive	50	ESDB
Norris	Norris's	np	noun: possessive	50	ESDB
Norse	Norse's	np	noun: possessive	50	ESDB
Norseman	Norseman's	np	noun: possessive	50	ESDB
North	North's	np	noun: possessive	50	ESDB
Northampton	Northampton's	np	noun: possessive	50	ESDB
Northerner	Northerner's	np	noun: possessive	50	ESDB
Northerner	Northerners	ns	noun: plural	50	ESDB
Northrop	Northrop's	np	noun: possessive	50	ESDB
Northrup	Northrup's	np	noun: possessive	50	ESDB
Norton	Norton's	np	noun: possessive	50	ESDB
Norway	Norway's	np	noun: possessive	50	ESDB
Norwegian	Norwegian's	np	noun: possessive	50	ESDB
Norwegian	Norwegians	ns	noun: plural	50	ESDB
Norwich	Norwich's	np	noun: possessive	50	ESDB
Nosferatu	Nosferatu's	np	noun: possessive	50	ESDB
Nostradamus	Nostradamus's	np	noun: possessive	50	ESDB
Nottingham	Nottingham's	np	noun: possessive	50	ESDB
Nouakchott	Nouakchott's	np	noun: possessive	50	ESDB
Noumea	Noumea's	np	noun: possessive	50	ESDB
Nova	Nova's	np	noun: possessive	50	ESDB
Novartis	Novartis's	np	noun: possessive	50	ESDB
November	November's	np	noun: possessive	35	ESDB
November	Novembers	ns	noun: plural	35	ESDB
Novgorod	Novgorod's	np	noun: possessive	50	ESDB
Novocain	Novocain's	np	noun: possessive	50	ESDB
Novokuznetsk	Novokuznetsk's	np	noun: possessive	50	ESDB
Novosibirsk	Novosibirsk's	np	noun: possessive	50	ESDB
Noxzema	Noxzema's	np	noun: possessive	50	ESDB
Noyce	Noyce's	np	noun: possessive	50	ESDB
Noyes	Noyes's	np	noun: possessive	50	ESDB
Nubia	Nubia's	np	noun: possessive	50	ESDB
Nubian	Nubian's	np	noun: possessive	50	ESDB
Nukualofa	Nukualofa's	np	noun: possessive	50	ESDB
Numbers	Numbers's	np	noun: possessive	50	ESDB
Nunavut	Nunavut's	np	noun: possessive	50	ESDB
Nunez	Nunez's	np	noun: possessive	50	ESDB
Nunki	Nunki's	np	noun: possessive	50	ESDB
Nuremberg	Nuremberg's	np	noun: possessive	50	ESDB
Nureyev	Nureyev's	np	noun: possessive	50	ESDB
NutraSweet	NutraSweet's	np	noun: possessive	50	ESDB
Nvidia	Nvidia's	np	noun: possessive	60	ESDB
NyQuil	NyQuil's	np	noun: possessive	50	ESDB
Nyasa	Nyasa's	np	noun: possessive	50	ESDB
Nyerere	Nyerere's	np	noun: possessive	50	ESDB
O'Brien	O'Brien's	np	noun: possessive	50	ESDB
O'Casey	O'Casey's	np	noun: possessive	50	ESDB
O'Connell	O'Connell's	np	noun: possessive	50	ESDB
O'Connor	O'Connor's	np	noun: possessive	50	ESDB
O'Donnell	O'Donnell's	np	noun: possessive	50	ESDB
O'Hara	O'Hara's	np	noun: possessive	50	ESDB
O'Higgins	O'Higgins's	np	noun: possessive	50	ESDB
O'Keeffe	O'Keeffe's	np	noun: possessive	50	ESDB
O'Neil	O'Neil's	np	noun: possessive	50	ESDB
O'Neill	O'Neill's	np	noun: possessive	50	ESDB
O'Rourke	O'Rourke's	np	noun: possessive	50	ESDB
O'Toole	O'Toole's	np	noun: possessive	50	ESDB
OAS	OAS's	np	noun: possessive	50	ESDB
OHSA	OHSA's	np	noun: possessive	50	ESDB
OK	OKed	vd	verb: past tense (-ed)	35	ESDB
OK	OKing	vg	verb: present participle (-ing)	35	ESDB
OK	OKs	ns	noun: plural	35	ESDB
OK	OKs	vs	verb: present tense (-s)	35	ESDB
OMB	OMB's	np	noun: possessive	60	ESDB
OPEC	OPEC's	np	noun: possessive	50	ESDB
OS	OS's	np	noun: possessive	60	ESDB
OSHA	OSHA's	np	noun: possessive	60	ESDB
Oahu	Oahu's	np	noun: possessive	50	ESDB
Oakland	Oakland's	np	noun: possessive	50	ESDB
Oakley	Oakley's	np	noun: possessive	50	ESDB
Oates	Oates's	np	noun: possessive	50	ESDB
Oaxaca	Oaxaca's	np	noun: possessive	50	ESDB
Ob	Ob's	np	noun: possessive	50	ESDB
Obadiah	Obadiah's	np	noun: possessive	50	ESDB
Obama	Obama's	np	noun: possessive	50	ESDB
Oberlin	Oberlin's	np	noun: possessive	50	ESDB
